시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세(만원),층,건축년도,도로명,longitude,latitude,계약기간,계약구분,갱신요구권 사용,종전계약 보증금 (만원),종전계약 월세 (만원)
강원도 속초시 동명동,466-42,466,42,설악 센트리움,월세,29.94,202206,29,300,30,9,2005.0,중앙로 190,128.593132294909,38.2073553904467,-,-,-,,
강원도 속초시 영랑동,231-2,231,2,동진리조트 오피스텔,월세,30.0,202206,15,300,35,4,1992.0,번영로 170,128.590027562606,38.2137867008307,202206~202306,신규,-,0,0
강원도 속초시 영랑동,231-2,231,2,동진리조트 오피스텔,전세,26.25,202206,22,"4,500",0,8,1992.0,번영로 170,128.590027562606,38.2137867008307,-,-,-,,
강원도 속초시 조양동,1429-1,1429,1,신영 HI-LIFE 오피스텔,전세,22.5,202206,28,"5,500",0,3,1992.0,해오름로 199,128.601069163723,38.1900327188302,-,-,-,,
강원도 원주시 단계동,853-1,853,1,이룸레지던스,월세,23.63,202206,16,300,35,12,2007.0,북원로 2235-12,127.930827399892,37.3458392868454,202206~202306,신규,-,0,0
강원도 원주시 단계동,853-1,853,1,이룸레지던스,전세,23.63,202206,22,"6,000",0,9,2007.0,북원로 2235-12,127.930827399892,37.3458392868454,-,-,-,,
강원도 원주시 단구동,998-2,998,2,대승노블오피스텔,전세,25.79,202206,23,"4,900",0,3,2015.0,남원로534번길 54,127.951902364864,37.3282836665497,-,-,-,,
강원도 원주시 단구동,998-2,998,2,대승노블오피스텔,월세,25.79,202206,28,500,35,4,2015.0,남원로534번길 54,127.951902364864,37.3282836665497,202207~202307,신규,-,0,0
강원도 원주시 무실동,1721-1,1721,1,엠시티,전세,27.26,202206,2,"11,000",0,3,2019.0,만대로 21,127.923082007667,37.341986582538,202210~202410,신규,-,0,0
강원도 원주시 반곡동,1905-6,1905,6,강산타워,전세,27.53,202206,4,"8,000",0,6,2017.0,황금로 26,127.989624200132,37.3269173742701,-,-,-,,
강원도 원주시 반곡동,1905-6,1905,6,강산타워,전세,27.53,202206,9,"7,500",0,6,2017.0,황금로 26,127.989624200132,37.3269173742701,-,-,-,,
강원도 원주시 반곡동,1905-6,1905,6,강산타워,월세,27.53,202206,20,300,45,5,2017.0,황금로 26,127.989624200132,37.3269173742701,202207~202307,신규,-,0,0
강원도 원주시 반곡동,1886-2,1886,2,골든스퀘어1차,월세,29.64,202206,3,300,47,5,2016.0,혁신로 55,127.980435447449,37.3234325037063,202206~202306,신규,-,0,0
강원도 원주시 반곡동,1886-3,1886,3,골든스퀘어2차,월세,29.64,202206,7,"4,000",32,8,2016.0,혁신로 61,127.980834888995,37.3233936036259,202206~202306,갱신,사용,"4,000",30
강원도 원주시 반곡동,1886-3,1886,3,골든스퀘어2차,전세,29.64,202206,28,"9,800",0,8,2016.0,혁신로 61,127.980834888995,37.3233936036259,202207~202407,신규,-,0,0
강원도 원주시 반곡동,1886-3,1886,3,골든스퀘어2차,전세,29.64,202206,30,"11,000",0,5,2016.0,혁신로 61,127.980834888995,37.3233936036259,202207~202407,신규,-,0,0
강원도 원주시 반곡동,1905-1,1905,1,이노팰리스,전세,26.06,202206,7,"11,000",0,7,2016.0,미래로 39,127.988371551751,37.3270503809769,202207~202406,신규,-,0,0
강원도 원주시 반곡동,1905-1,1905,1,이노팰리스,월세,26.69,202206,9,"1,000",35,10,2016.0,미래로 39,127.988371551751,37.3270503809769,202207~202307,신규,-,0,0
강원도 원주시 반곡동,1905-1,1905,1,이노팰리스,월세,26.69,202206,16,500,39,7,2016.0,미래로 39,127.988371551751,37.3270503809769,202208~202308,신규,-,0,0
강원도 원주시 반곡동,1905-1,1905,1,이노팰리스,전세,26.69,202206,21,"9,500",0,4,2016.0,미래로 39,127.988371551751,37.3270503809769,-,-,-,,
강원도 원주시 반곡동,1905-1,1905,1,이노팰리스,월세,26.69,202206,23,300,40,13,2016.0,미래로 39,127.988371551751,37.3270503809769,202207~202307,신규,-,0,0
강원도 원주시 반곡동,1905-1,1905,1,이노팰리스,월세,26.69,202206,24,500,40,5,2016.0,미래로 39,127.988371551751,37.3270503809769,202207~202307,신규,-,0,0
강원도 원주시 반곡동,1905-1,1905,1,이노팰리스,월세,27.06,202206,24,"2,300",30,7,2016.0,미래로 39,127.988371551751,37.3270503809769,-,-,-,,
강원도 원주시 반곡동,1905-1,1905,1,이노팰리스,월세,26.06,202206,27,"1,000",35,9,2016.0,미래로 39,127.988371551751,37.3270503809769,202206~202306,신규,-,0,0
강원도 원주시 반곡동,1905-1,1905,1,이노팰리스,월세,26.69,202206,29,300,40,10,2016.0,미래로 39,127.988371551751,37.3270503809769,-,-,-,,
강원도 원주시 반곡동,1905-1,1905,1,이노팰리스,월세,26.69,202206,30,300,40,15,2016.0,미래로 39,127.988371551751,37.3270503809769,202207~202307,신규,-,0,0
강원도 원주시 반곡동,1897-4,1897,4,코아루시티,전세,22.48,202206,1,"8,000",0,12,2016.0,양지로 58,127.984700757702,37.3266167058054,202206~202406,신규,-,0,0
강원도 원주시 반곡동,1897-4,1897,4,코아루시티,전세,22.48,202206,1,"8,000",0,8,2016.0,양지로 58,127.984700757702,37.3266167058054,202206~202405,신규,-,0,0
강원도 원주시 반곡동,1897-4,1897,4,코아루시티,전세,22.37,202206,3,"8,000",0,10,2016.0,양지로 58,127.984700757702,37.3266167058054,-,-,-,,
강원도 원주시 반곡동,1897-4,1897,4,코아루시티,월세,22.48,202206,7,300,40,13,2016.0,양지로 58,127.984700757702,37.3266167058054,202206~202306,신규,-,0,0
강원도 원주시 반곡동,1897-4,1897,4,코아루시티,월세,22.37,202206,8,300,40,16,2016.0,양지로 58,127.984700757702,37.3266167058054,202207~202307,갱신,-,500,35
강원도 원주시 반곡동,1897-4,1897,4,코아루시티,월세,22.37,202206,8,300,40,11,2016.0,양지로 58,127.984700757702,37.3266167058054,202206~202306,신규,-,0,0
강원도 원주시 반곡동,1897-4,1897,4,코아루시티,월세,22.37,202206,10,300,40,14,2016.0,양지로 58,127.984700757702,37.3266167058054,202206~202306,신규,-,0,0
강원도 원주시 반곡동,1897-4,1897,4,코아루시티,전세,22.48,202206,16,"8,000",0,12,2016.0,양지로 58,127.984700757702,37.3266167058054,-,-,-,,
강원도 원주시 반곡동,1897-4,1897,4,코아루시티,월세,22.48,202206,16,300,45,3,2016.0,양지로 58,127.984700757702,37.3266167058054,202206~202212,신규,-,0,0
강원도 원주시 반곡동,1897-4,1897,4,코아루시티,전세,22.48,202206,18,"8,000",0,16,2016.0,양지로 58,127.984700757702,37.3266167058054,202207~202406,신규,-,0,0
강원도 원주시 반곡동,1897-4,1897,4,코아루시티,전세,22.48,202206,25,"8,000",0,13,2016.0,양지로 58,127.984700757702,37.3266167058054,202207~202407,신규,-,0,0
강원도 원주시 반곡동,1897-4,1897,4,코아루시티,전세,22.37,202206,29,"8,000",0,16,2016.0,양지로 58,127.984700757702,37.3266167058054,202207~202312,신규,-,0,0
강원도 원주시 반곡동,1897-4,1897,4,코아루시티,전세,22.37,202206,29,"8,000",0,9,2016.0,양지로 58,127.984700757702,37.3266167058054,202207~202407,신규,-,0,0
강원도 원주시 반곡동,1905-9,1905,9,파크팰리스,전세,33.48,202206,13,"12,500",0,12,2018.0,황금로 34,127.99049077768,37.3270094124264,202207~202407,신규,-,0,0
강원도 원주시 우산동,86-1,86,1,원주퍼스티지더올림,전세,19.91,202206,1,"6,300",0,5,2020.0,상지대길 9,127.939943772917,37.3689924348819,-,-,-,,
강원도 원주시 우산동,86-1,86,1,원주퍼스티지더올림,월세,20.16,202206,15,500,40,11,2020.0,상지대길 9,127.939943772917,37.3689924348819,202208~202408,신규,-,0,0
강원도 원주시 우산동,86-1,86,1,원주퍼스티지더올림,월세,19.91,202206,24,300,42,17,2020.0,상지대길 9,127.939943772917,37.3689924348819,202207~202306,신규,-,0,0
강원도 원주시 우산동,86-1,86,1,원주퍼스티지더올림,월세,20.16,202206,24,500,42,19,2020.0,상지대길 9,127.939943772917,37.3689924348819,202206~202306,신규,-,0,0
강원도 원주시 일산동,185-1,185,1,두진하트리움시티,월세,24.28,202206,14,500,50,15,2019.0,천사로 189,127.944667896075,37.3511060854175,202207~202307,신규,-,0,0
강원도 원주시 일산동,185-1,185,1,두진하트리움시티,월세,24.28,202206,25,"5,700",13,16,2019.0,천사로 189,127.944667896075,37.3511060854175,-,-,-,,
강원도 정선군 고한읍 고한리,36-34,36,34,	(36-34)	,전세,59.8,202206,9,"5,300",0,3,2013.0,고한7길 5-16,128.863317406504,37.1954693511927,-,-,-,,
강원도 춘천시 근화동,267-9,267,9,엘타워 2차 오피스텔,월세,18.75,202206,1,300,36,3,2019.0,공지로 453,127.717086533303,37.8738301140102,202206~202306,신규,-,0,0
강원도 춘천시 근화동,267-9,267,9,엘타워 2차 오피스텔,월세,22.7,202206,2,500,40,20,2019.0,공지로 453,127.717086533303,37.8738301140102,202206~202306,신규,-,0,0
강원도 춘천시 근화동,267-9,267,9,엘타워 2차 오피스텔,월세,18.75,202206,5,300,37,12,2019.0,공지로 453,127.717086533303,37.8738301140102,202206~202306,신규,-,0,0
강원도 춘천시 근화동,267-9,267,9,엘타워 2차 오피스텔,월세,18.75,202206,10,300,38,10,2019.0,공지로 453,127.717086533303,37.8738301140102,202206~202306,신규,-,0,0
강원도 춘천시 근화동,267-9,267,9,엘타워 2차 오피스텔,월세,18.75,202206,13,300,36,4,2019.0,공지로 453,127.717086533303,37.8738301140102,202206~202306,신규,-,0,0
강원도 춘천시 근화동,267-9,267,9,엘타워 2차 오피스텔,월세,36.78,202206,15,300,35,12,2019.0,공지로 453,127.717086533303,37.8738301140102,202206~202209,신규,-,0,0
강원도 춘천시 근화동,267-9,267,9,엘타워 2차 오피스텔,월세,18.75,202206,20,230,35,12,2019.0,공지로 453,127.717086533303,37.8738301140102,-,-,-,,
강원도 춘천시 근화동,267-9,267,9,엘타워 2차 오피스텔,월세,18.75,202206,24,300,37,17,2019.0,공지로 453,127.717086533303,37.8738301140102,202206~202306,신규,-,0,0
강원도 춘천시 근화동,267-9,267,9,엘타워 2차 오피스텔,월세,18.75,202206,27,300,29,15,2019.0,공지로 453,127.717086533303,37.8738301140102,-,-,-,,
강원도 춘천시 근화동,267-9,267,9,엘타워 2차 오피스텔,월세,18.75,202206,27,300,38,11,2019.0,공지로 453,127.717086533303,37.8738301140102,202207~202307,신규,-,0,0
강원도 춘천시 근화동,267-1,267,1,춘천 L-타워,월세,38.47,202206,1,500,60,14,2018.0,공지로 455,127.716582914981,37.8739584999907,202206~202305,신규,-,0,0
강원도 춘천시 근화동,267-1,267,1,춘천 L-타워,월세,37.56,202206,2,"1,000",47,13,2018.0,공지로 455,127.716582914981,37.8739584999907,-,-,-,,
강원도 춘천시 근화동,267-1,267,1,춘천 L-타워,월세,41.29,202206,7,"1,000",55,3,2018.0,공지로 455,127.716582914981,37.8739584999907,202206~202306,신규,-,0,0
강원도 춘천시 근화동,267-1,267,1,춘천 L-타워,월세,41.29,202206,9,500,60,6,2018.0,공지로 455,127.716582914981,37.8739584999907,202206~202306,신규,-,0,0
강원도 춘천시 근화동,267-1,267,1,춘천 L-타워,전세,20.19,202206,11,"7,000",0,9,2018.0,공지로 455,127.716582914981,37.8739584999907,202207~202407,신규,-,0,0
강원도 춘천시 근화동,267-1,267,1,춘천 L-타워,월세,37.56,202206,18,500,55,11,2018.0,공지로 455,127.716582914981,37.8739584999907,202206~202306,신규,-,0,0
강원도 춘천시 근화동,267-1,267,1,춘천 L-타워,월세,41.22,202206,24,"8,000",35,15,2018.0,공지로 455,127.716582914981,37.8739584999907,202206~202406,신규,-,0,0
강원도 춘천시 근화동,267-1,267,1,춘천 L-타워,전세,20.19,202206,25,"7,350",0,15,2018.0,공지로 455,127.716582914981,37.8739584999907,202207~202407,신규,-,0,0
강원도 춘천시 근화동,267-1,267,1,춘천 L-타워,월세,20.19,202206,25,500,37,5,2018.0,공지로 455,127.716582914981,37.8739584999907,202206~202306,신규,-,0,0
강원도 춘천시 근화동,267-1,267,1,춘천 L-타워,월세,20.19,202206,28,500,44,18,2018.0,공지로 455,127.716582914981,37.8739584999907,202207~202307,신규,-,0,0
강원도 춘천시 소양로1가,94-6,94,6,춘천 스마트하우스 오피스텔,전세,19.9,202206,13,"8,000",0,3,2022.0,소양로 190,127.725579467494,37.8900685078343,202207~202407,신규,-,0,0
강원도 춘천시 소양로1가,94-6,94,6,춘천 스마트하우스 오피스텔,월세,39.99,202206,14,"1,000",65,10,2022.0,소양로 190,127.725579467494,37.8900685078343,202206~202306,신규,-,0,0
강원도 춘천시 소양로1가,94-6,94,6,춘천 스마트하우스 오피스텔,월세,27.32,202206,17,500,50,7,2022.0,소양로 190,127.725579467494,37.8900685078343,202206~202406,신규,-,0,0
강원도 춘천시 소양로1가,94-6,94,6,춘천 스마트하우스 오피스텔,전세,27.32,202206,17,"11,000",0,8,2022.0,소양로 190,127.725579467494,37.8900685078343,202206~202406,신규,-,0,0
강원도 춘천시 소양로1가,94-6,94,6,춘천 스마트하우스 오피스텔,전세,27.32,202206,19,"12,000",0,16,2022.0,소양로 190,127.725579467494,37.8900685078343,202208~202408,신규,-,0,0
강원도 춘천시 소양로1가,94-6,94,6,춘천 스마트하우스 오피스텔,전세,19.9,202206,22,"10,000",0,19,2022.0,소양로 190,127.725579467494,37.8900685078343,202207~202407,신규,-,0,0
강원도 춘천시 소양로1가,94-6,94,6,춘천 스마트하우스 오피스텔,월세,27.32,202206,22,500,55,18,2022.0,소양로 190,127.725579467494,37.8900685078343,202206~202406,신규,-,0,0
강원도 춘천시 소양로1가,94-6,94,6,춘천 스마트하우스 오피스텔,전세,27.32,202206,23,"11,000",0,6,2022.0,소양로 190,127.725579467494,37.8900685078343,202207~202401,신규,-,0,0
강원도 춘천시 소양로1가,94-6,94,6,춘천 스마트하우스 오피스텔,전세,19.26,202206,25,"8,000",0,12,2022.0,소양로 190,127.725579467494,37.8900685078343,202207~202407,신규,-,0,0
강원도 춘천시 소양로1가,94-6,94,6,춘천 스마트하우스 오피스텔,전세,19.26,202206,26,"8,000",0,6,2022.0,소양로 190,127.725579467494,37.8900685078343,202206~202406,신규,-,0,0
강원도 춘천시 소양로1가,94-6,94,6,춘천 스마트하우스 오피스텔,전세,19.9,202206,27,"8,000",0,16,2022.0,소양로 190,127.725579467494,37.8900685078343,202207~202407,신규,-,0,0
강원도 춘천시 소양로1가,94-6,94,6,춘천 스마트하우스 오피스텔,월세,19.26,202206,28,500,45,9,2022.0,소양로 190,127.725579467494,37.8900685078343,202207~202306,신규,-,0,0
강원도 춘천시 소양로1가,94-6,94,6,춘천 스마트하우스 오피스텔,월세,27.32,202206,30,"2,000",45,9,2022.0,소양로 190,127.725579467494,37.8900685078343,202207~202307,신규,-,0,0
강원도 춘천시 온의동,587-5,587,5,춘천·강남하이엔드,월세,22.11,202206,4,200,50,6,2017.0,춘천로17번길 21,127.719469777138,37.8668044328903,202206~202406,신규,-,0,0
강원도 춘천시 온의동,587-5,587,5,춘천·강남하이엔드,전세,22.11,202206,11,"8,925",0,3,2017.0,춘천로17번길 21,127.719469777138,37.8668044328903,202206~202406,신규,-,0,0
강원도 춘천시 온의동,587-5,587,5,춘천·강남하이엔드,월세,22.11,202206,18,500,45,5,2017.0,춘천로17번길 21,127.719469777138,37.8668044328903,202207~202306,신규,-,0,0
강원도 춘천시 온의동,587-5,587,5,춘천·강남하이엔드,전세,22.34,202206,29,"9,500",0,8,2017.0,춘천로17번길 21,127.719469777138,37.8668044328903,202207~202407,신규,-,0,0
강원도 춘천시 퇴계동,369-9,369,9,남춘천역 코아루웰라움타워,월세,26.21,202206,2,"1,000",45,7,2020.0,남춘로 17,127.729935485245,37.8632184506802,202206~202306,신규,-,0,0
강원도 춘천시 퇴계동,369-9,369,9,남춘천역 코아루웰라움타워,월세,21.38,202206,4,500,45,10,2020.0,남춘로 17,127.729935485245,37.8632184506802,202208~202408,신규,-,0,0
강원도 춘천시 퇴계동,369-9,369,9,남춘천역 코아루웰라움타워,월세,21.38,202206,4,300,45,16,2020.0,남춘로 17,127.729935485245,37.8632184506802,202206~202306,신규,-,0,0
강원도 춘천시 퇴계동,369-9,369,9,남춘천역 코아루웰라움타워,월세,26.21,202206,9,500,55,7,2020.0,남춘로 17,127.729935485245,37.8632184506802,202206~202412,신규,-,0,0
강원도 춘천시 퇴계동,369-9,369,9,남춘천역 코아루웰라움타워,월세,21.38,202206,15,500,42,18,2020.0,남춘로 17,127.729935485245,37.8632184506802,202206~202306,갱신,-,500,40
강원도 춘천시 퇴계동,369-9,369,9,남춘천역 코아루웰라움타워,전세,26.21,202206,15,"12,000",0,8,2020.0,남춘로 17,127.729935485245,37.8632184506802,202206~202406,신규,-,0,0
강원도 춘천시 퇴계동,369-9,369,9,남춘천역 코아루웰라움타워,월세,49.91,202206,17,"1,000",75,9,2020.0,남춘로 17,127.729935485245,37.8632184506802,202206~202311,신규,-,0,0
강원도 춘천시 퇴계동,369-9,369,9,남춘천역 코아루웰라움타워,월세,26.21,202206,18,500,50,19,2020.0,남춘로 17,127.729935485245,37.8632184506802,202206~202306,신규,-,0,0
강원도 춘천시 퇴계동,369-9,369,9,남춘천역 코아루웰라움타워,월세,26.21,202206,18,100,47,4,2020.0,남춘로 17,127.729935485245,37.8632184506802,202206~202212,신규,-,0,0
강원도 춘천시 퇴계동,369-9,369,9,남춘천역 코아루웰라움타워,전세,21.38,202206,22,"9,000",0,17,2020.0,남춘로 17,127.729935485245,37.8632184506802,202207~202407,신규,-,0,0
강원도 춘천시 퇴계동,369-9,369,9,남춘천역 코아루웰라움타워,월세,26.21,202206,22,500,55,22,2020.0,남춘로 17,127.729935485245,37.8632184506802,202206~202306,신규,-,0,0
강원도 춘천시 퇴계동,369-9,369,9,남춘천역 코아루웰라움타워,월세,26.21,202206,22,500,50,4,2020.0,남춘로 17,127.729935485245,37.8632184506802,202207~202307,신규,-,0,0
강원도 춘천시 퇴계동,369-9,369,9,남춘천역 코아루웰라움타워,월세,49.91,202206,24,"1,000",75,21,2020.0,남춘로 17,127.729935485245,37.8632184506802,202206~202306,신규,-,0,0
강원도 춘천시 퇴계동,369-9,369,9,남춘천역 코아루웰라움타워,월세,21.38,202206,25,500,45,19,2020.0,남춘로 17,127.729935485245,37.8632184506802,202206~202306,신규,-,0,0
강원도 춘천시 퇴계동,369-9,369,9,남춘천역 코아루웰라움타워,월세,21.38,202206,26,500,45,17,2020.0,남춘로 17,127.729935485245,37.8632184506802,202207~202307,신규,-,0,0
경기도 가평군 설악면 신천리,420-2,420,2,제1동,월세,35.18,202206,1,500,43,1,2019.0,신천중앙로88번길 19-25,127.493254303625,37.6784315902849,202206~202305,신규,-,0,0
경기도 가평군 설악면 신천리,420-2,420,2,제1동,월세,33.75,202206,3,500,45,2,2019.0,신천중앙로88번길 19-25,127.493254303625,37.6784315902849,202206~202406,신규,-,0,0
경기도 가평군 설악면 신천리,420-2,420,2,제1동,월세,30.39,202206,3,"1,000",42,1,2019.0,신천중앙로88번길 19-25,127.493254303625,37.6784315902849,202206~202306,갱신,-,"1,000",40
경기도 가평군 설악면 신천리,420-2,420,2,제1동,월세,35.18,202206,3,"1,000",47,2,2019.0,신천중앙로88번길 19-25,127.493254303625,37.6784315902849,202206~202306,갱신,-,"1,000",45
경기도 가평군 설악면 신천리,420-2,420,2,제1동,월세,44.46,202206,13,"1,000",42,1,2019.0,신천중앙로88번길 19-25,127.493254303625,37.6784315902849,202206~202306,갱신,-,"1,000",40
경기도 고양덕양구 도내동,951-1,951,1,가림타워 오피스텔,전세,22.35,202206,1,"9,900",0,10,2022.0,권율대로 504,126.869726346518,37.6356955825336,202206~202406,신규,-,0,0
경기도 고양덕양구 도내동,951-1,951,1,가림타워 오피스텔,전세,22.35,202206,1,"11,000",0,12,2022.0,권율대로 504,126.869726346518,37.6356955825336,202206~202406,신규,-,0,0
경기도 고양덕양구 도내동,951-1,951,1,가림타워 오피스텔,전세,29.99,202206,1,"17,500",0,17,2022.0,권율대로 504,126.869726346518,37.6356955825336,202206~202406,신규,-,0,0
경기도 고양덕양구 도내동,951-1,951,1,가림타워 오피스텔,월세,29.99,202206,1,"5,000",50,9,2022.0,권율대로 504,126.869726346518,37.6356955825336,202206~202306,신규,-,0,0
경기도 고양덕양구 도내동,951-1,951,1,가림타워 오피스텔,월세,22.35,202206,2,500,50,14,2022.0,권율대로 504,126.869726346518,37.6356955825336,202206~202306,신규,-,0,0
경기도 고양덕양구 도내동,951-1,951,1,가림타워 오피스텔,전세,22.35,202206,2,"11,000",0,24,2022.0,권율대로 504,126.869726346518,37.6356955825336,202206~202406,신규,-,0,0
경기도 고양덕양구 도내동,951-1,951,1,가림타워 오피스텔,월세,22.35,202206,2,500,55,15,2022.0,권율대로 504,126.869726346518,37.6356955825336,202206~202306,신규,-,0,0
경기도 고양덕양구 도내동,951-1,951,1,가림타워 오피스텔,월세,22.35,202206,2,"4,000",40,25,2022.0,권율대로 504,126.869726346518,37.6356955825336,202206~202306,신규,-,0,0
경기도 고양덕양구 도내동,951-1,951,1,가림타워 오피스텔,전세,29.99,202206,2,"17,000",0,12,2022.0,권율대로 504,126.869726346518,37.6356955825336,202206~202406,신규,-,0,0
경기도 고양덕양구 도내동,951-1,951,1,가림타워 오피스텔,월세,22.35,202206,3,"1,000",47,12,2022.0,권율대로 504,126.869726346518,37.6356955825336,202206~202306,신규,-,0,0
경기도 고양덕양구 도내동,951-1,951,1,가림타워 오피스텔,전세,22.35,202206,3,"10,500",0,8,2022.0,권율대로 504,126.869726346518,37.6356955825336,202206~202406,신규,-,0,0
경기도 고양덕양구 도내동,951-1,951,1,가림타워 오피스텔,전세,22.35,202206,3,"11,500",0,16,2022.0,권율대로 504,126.869726346518,37.6356955825336,202206~202406,신규,-,0,0
경기도 고양덕양구 도내동,951-1,951,1,가림타워 오피스텔,전세,22.35,202206,3,"10,500",0,13,2022.0,권율대로 504,126.869726346518,37.6356955825336,202206~202406,신규,-,0,0
경기도 고양덕양구 도내동,951-1,951,1,가림타워 오피스텔,월세,29.99,202206,4,"3,000",60,13,2022.0,권율대로 504,126.869726346518,37.6356955825336,202206~202306,신규,-,0,0
경기도 고양덕양구 도내동,951-1,951,1,가림타워 오피스텔,월세,22.35,202206,4,"1,000",60,23,2022.0,권율대로 504,126.869726346518,37.6356955825336,202206~202306,신규,-,0,0
경기도 고양덕양구 도내동,951-1,951,1,가림타워 오피스텔,월세,29.99,202206,4,"1,000",80,22,2022.0,권율대로 504,126.869726346518,37.6356955825336,202206~202306,신규,-,0,0
경기도 고양덕양구 도내동,951-1,951,1,가림타워 오피스텔,전세,22.35,202206,5,"10,000",0,11,2022.0,권율대로 504,126.869726346518,37.6356955825336,202206~202406,신규,-,0,0
경기도 고양덕양구 도내동,951-1,951,1,가림타워 오피스텔,월세,22.35,202206,6,500,60,12,2022.0,권율대로 504,126.869726346518,37.6356955825336,202206~202306,신규,-,0,0
경기도 고양덕양구 도내동,951-1,951,1,가림타워 오피스텔,전세,22.35,202206,6,"11,600",0,22,2022.0,권율대로 504,126.869726346518,37.6356955825336,202206~202406,신규,-,0,0
