시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세(만원),층,건축년도,도로명,longitude,latitude,계약기간,계약구분,갱신요구권 사용,종전계약 보증금 (만원),종전계약 월세 (만원)
강원도 강릉시 교동,140-16,140,16,강릉역 블루핀,전세,22.0,202210,4,"8,400",0,7,2020.0,강릉대로 285,128.899710580663,37.7627747689143,202210~202410,갱신,-,"8,000",0.0
강원도 강릉시 교동,140-16,140,16,강릉역 블루핀,전세,22.0,202210,4,"8,400",0,10,2020.0,강릉대로 285,128.899710580663,37.7627747689143,202210~202410,신규,-,0,0.0
강원도 강릉시 교동,140-16,140,16,강릉역 블루핀,전세,22.0,202210,6,"9,450",0,16,2020.0,강릉대로 285,128.899710580663,37.7627747689143,202210~202410,갱신,사용,"9,000",0.0
강원도 강릉시 교동,140-16,140,16,강릉역 블루핀,월세,22.0,202210,6,"2,000",39,13,2020.0,강릉대로 285,128.899710580663,37.7627747689143,202211~202311,신규,-,0,0.0
강원도 강릉시 교동,140-16,140,16,강릉역 블루핀,월세,22.0,202210,6,"8,000",5,10,2020.0,강릉대로 285,128.899710580663,37.7627747689143,202211~202411,신규,-,0,0.0
강원도 강릉시 교동,140-16,140,16,강릉역 블루핀,전세,22.0,202210,7,"11,000",0,17,2020.0,강릉대로 285,128.899710580663,37.7627747689143,-,-,-,,
강원도 강릉시 교동,140-16,140,16,강릉역 블루핀,월세,22.0,202210,15,500,45,15,2020.0,강릉대로 285,128.899710580663,37.7627747689143,202211~202311,신규,-,0,0.0
강원도 강릉시 교동,140-16,140,16,강릉역 블루핀,전세,22.0,202210,17,"10,000",0,13,2020.0,강릉대로 285,128.899710580663,37.7627747689143,-,-,-,,
강원도 강릉시 교동,140-16,140,16,강릉역 블루핀,월세,22.0,202210,20,300,40,12,2020.0,강릉대로 285,128.899710580663,37.7627747689143,202210~202401,신규,-,0,0.0
강원도 강릉시 교동,140-16,140,16,강릉역 블루핀,전세,22.0,202210,26,"9,000",0,16,2020.0,강릉대로 285,128.899710580663,37.7627747689143,202210~202310,신규,-,0,0.0
강원도 강릉시 유천동,776-4,776,4,유천올림피아오피스텔,월세,21.66,202210,4,300,47,2,2016.0,사임당로 180,128.866138632816,37.7609537440692,202210~202310,신규,-,0,0.0
강원도 강릉시 유천동,776-4,776,4,유천올림피아오피스텔,월세,39.27,202210,15,500,68,5,2016.0,사임당로 180,128.866138632816,37.7609537440692,202210~202310,신규,-,0,0.0
강원도 속초시 동명동,466-42,466,42,설악 센트리움,월세,29.94,202210,7,300,35,9,2005.0,중앙로 190,128.593132294909,38.2073553904467,202210~202310,신규,-,0,0.0
강원도 속초시 동명동,287,287,0,속초 인트레빌하버뷰,월세,23.57,202210,17,500,42,5,2019.0,법대로 20,128.593303569364,38.2126132822449,202211~202311,신규,-,0,0.0
강원도 속초시 조양동,1429-1,1429,1,신영 HI-LIFE 오피스텔,월세,22.5,202210,21,300,22,6,1992.0,해오름로 199,128.601069163723,38.1900327188302,-,-,-,,
강원도 원주시 단계동,853-1,853,1,이룸레지던스,월세,29.25,202210,7,200,40,6,2007.0,북원로 2235-12,127.930827399892,37.3458392868454,202210~202310,신규,-,0,0.0
강원도 원주시 단계동,853-1,853,1,이룸레지던스,전세,23.63,202210,13,"5,500",0,8,2007.0,북원로 2235-12,127.930827399892,37.3458392868454,-,-,-,,
강원도 원주시 단계동,853-1,853,1,이룸레지던스,전세,23.63,202210,14,"5,000",0,7,2007.0,북원로 2235-12,127.930827399892,37.3458392868454,-,-,-,,
강원도 원주시 무실동,1736-3,1736,3,원주무실코아루허브288,전세,25.25,202210,21,"8,900",0,7,2018.0,시청로 89-16,127.930003669947,37.3375208085751,202211~202411,신규,-,0,0.0
강원도 원주시 무실동,1736-3,1736,3,원주무실코아루허브288,전세,27.36,202210,27,"8,400",0,7,2018.0,시청로 89-16,127.930003669947,37.3375208085751,202211~202411,갱신,사용,"8,000",0.0
강원도 원주시 무실동,1736-3,1736,3,원주무실코아루허브288,월세,27.36,202210,29,500,43,3,2018.0,시청로 89-16,127.930003669947,37.3375208085751,202211~202311,신규,-,0,0.0
강원도 원주시 무실동,1736-3,1736,3,원주무실코아루허브288,전세,25.25,202210,29,"10,000",0,6,2018.0,시청로 89-16,127.930003669947,37.3375208085751,202211~202411,갱신,-,"8,000",0.0
강원도 원주시 반곡동,1886-2,1886,2,골든스퀘어1차,월세,29.64,202210,11,500,40,5,2016.0,혁신로 55,127.980435447449,37.3234325037063,202212~202312,신규,-,0,0.0
강원도 원주시 반곡동,1905-1,1905,1,이노팰리스,월세,27.06,202210,13,300,38,3,2016.0,미래로 39,127.988371551751,37.3270503809769,202211~202311,갱신,-,300,30.0
강원도 원주시 반곡동,1905-1,1905,1,이노팰리스,월세,27.06,202210,24,"3,500",30,10,2016.0,미래로 39,127.988371551751,37.3270503809769,-,-,-,,
강원도 원주시 반곡동,1905-1,1905,1,이노팰리스,월세,26.69,202210,26,300,45,5,2016.0,미래로 39,127.988371551751,37.3270503809769,202212~202308,신규,-,0,0.0
