시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세(만원),층,건축년도,도로명,longitude,latitude,계약기간,계약구분,갱신요구권 사용,종전계약 보증금 (만원),종전계약 월세 (만원)
강원도 강릉시 교동,140-16,140,16,강릉역 블루핀,전세,22.0,202207,25,"9,000",0,10,2020.0,강릉대로 285,128.899710580663,37.7627747689143,202207~202307,갱신,-,"8,000",0.0
강원도 강릉시 교동,140-16,140,16,강릉역 블루핀,전세,22.0,202207,25,"8,400",0,13,2020.0,강릉대로 285,128.899710580663,37.7627747689143,202209~202409,신규,-,0,0.0
강원도 강릉시 교동,140-16,140,16,강릉역 블루핀,전세,22.0,202207,27,"8,400",0,11,2020.0,강릉대로 285,128.899710580663,37.7627747689143,202207~202408,신규,-,0,0.0
강원도 강릉시 교동,140-16,140,16,강릉역 블루핀,전세,22.0,202207,28,"8,400",0,5,2020.0,강릉대로 285,128.899710580663,37.7627747689143,202208~202408,갱신,-,"8,000",0.0
강원도 강릉시 유천동,776-4,776,4,유천올림피아오피스텔,월세,39.27,202207,4,500,68,5,2016.0,사임당로 180,128.866138632816,37.7609537440692,202207~202307,신규,-,0,0.0
강원도 강릉시 유천동,776-4,776,4,유천올림피아오피스텔,전세,21.66,202207,5,"8,500",0,2,2016.0,사임당로 180,128.866138632816,37.7609537440692,202207~202311,신규,-,0,0.0
강원도 강릉시 유천동,776-4,776,4,유천올림피아오피스텔,월세,21.66,202207,5,300,45,3,2016.0,사임당로 180,128.866138632816,37.7609537440692,-,-,-,,
강원도 강릉시 유천동,776-4,776,4,유천올림피아오피스텔,월세,21.66,202207,8,300,45,7,2016.0,사임당로 180,128.866138632816,37.7609537440692,202207~202307,신규,-,0,0.0
강원도 강릉시 포남동,1278-183,1278,183,(1278-183),월세,47.83,202207,4,500,75,2,2018.0,경강로2326번길 10,128.915786090746,37.7675222977991,202207~202307,신규,-,0,0.0
강원도 강릉시 포남동,1278-183,1278,183,(1278-183),월세,47.83,202207,4,500,75,7,2018.0,경강로2326번길 10,128.915786090746,37.7675222977991,202207~202307,신규,-,0,0.0
강원도 강릉시 포남동,1278-183,1278,183,(1278-183),월세,47.83,202207,8,500,75,6,2018.0,경강로2326번길 10,128.915786090746,37.7675222977991,202207~202307,신규,-,0,0.0
강원도 강릉시 포남동,1278-183,1278,183,(1278-183),월세,25.33,202207,8,500,50,13,2018.0,경강로2326번길 10,128.915786090746,37.7675222977991,202207~202307,신규,-,0,0.0
강원도 강릉시 홍제동,1018-2,1018,2,골드팰리스,월세,18.66,202207,3,100,55,5,2016.0,선수촌로 79-29,128.866954207811,37.7577518288549,202207~202211,신규,-,0,0.0
강원도 강릉시 홍제동,1018-2,1018,2,골드팰리스,월세,18.66,202207,8,300,48,2,2016.0,선수촌로 79-29,128.866954207811,37.7577518288549,202207~202307,신규,-,0,0.0
강원도 강릉시 홍제동,1018-2,1018,2,골드팰리스,월세,21.48,202207,11,"8,000",8,2,2016.0,선수촌로 79-29,128.866954207811,37.7577518288549,-,-,-,,
강원도 강릉시 홍제동,1018-2,1018,2,골드팰리스,월세,18.66,202207,14,100,55,5,2016.0,선수촌로 79-29,128.866954207811,37.7577518288549,202207~202211,신규,-,0,0.0
강원도 강릉시 홍제동,1019-3,1019,3,푸르벨라 2차,월세,21.42,202207,4,300,45,7,,선수촌로63번길 18-15,128.868370233918,37.757804962224,202207~202307,신규,-,0,0.0
강원도 강릉시 홍제동,1019-3,1019,3,푸르벨라 2차,월세,21.42,202207,30,300,47,4,,선수촌로63번길 18-15,128.868370233918,37.757804962224,202207~202307,신규,-,0,0.0
강원도 속초시 영랑동,231-2,231,2,동진리조트 오피스텔,전세,30.0,202207,28,"5,000",0,3,1992.0,번영로 170,128.590027562606,38.2137867008307,-,-,-,,
강원도 속초시 영랑동,231-2,231,2,동진리조트 오피스텔,월세,26.25,202207,31,200,20,4,1992.0,번영로 170,128.590027562606,38.2137867008307,-,-,-,,
강원도 원주시 단계동,853-1,853,1,이룸레지던스,전세,23.63,202207,25,"5,000",0,10,2007.0,북원로 2235-12,127.930827399892,37.3458392868454,-,-,-,,
강원도 원주시 무실동,1722-8,1722,8,(1722-8),월세,49.2,202207,30,500,62,3,2015.0,로아노크로 50,127.925018295595,37.3409039540221,202208~202308,신규,-,0,0.0
강원도 원주시 무실동,1736-3,1736,3,원주무실코아루허브288,월세,25.25,202207,7,500,40,4,2018.0,시청로 89-16,127.930003669947,37.3375208085751,202207~202212,신규,-,0,0.0
강원도 원주시 무실동,1721-6,1721,6,채움플러스 무실1차,월세,27.36,202207,1,500,47,7,2019.0,시청로 11,127.922167689326,37.3410528000413,202207~202307,신규,-,0,0.0
강원도 원주시 무실동,1721-6,1721,6,채움플러스 무실1차,월세,27.36,202207,1,500,42,5,2019.0,시청로 11,127.922167689326,37.3410528000413,202207~202307,신규,-,0,0.0
강원도 원주시 무실동,1721-6,1721,6,채움플러스 무실1차,월세,27.36,202207,8,500,50,4,2019.0,시청로 11,127.922167689326,37.3410528000413,202208~202407,-,-,,
강원도 원주시 무실동,1721-6,1721,6,채움플러스 무실1차,전세,27.36,202207,8,"10,000",0,7,2019.0,시청로 11,127.922167689326,37.3410528000413,202207~202407,신규,-,0,0.0
강원도 원주시 무실동,1721-6,1721,6,채움플러스 무실1차,월세,27.36,202207,24,"1,000",48,5,2019.0,시청로 11,127.922167689326,37.3410528000413,202208~202308,신규,-,0,0.0
강원도 원주시 무실동,1721-6,1721,6,채움플러스 무실1차,전세,27.36,202207,25,"8,500",0,6,2019.0,시청로 11,127.922167689326,37.3410528000413,202209~202409,신규,-,0,0.0
강원도 원주시 반곡동,1886-2,1886,2,골든스퀘어1차,월세,29.64,202207,6,"1,000",40,7,2016.0,혁신로 55,127.980435447449,37.3234325037063,202207~202307,신규,-,0,0.0
강원도 원주시 반곡동,1886-2,1886,2,골든스퀘어1차,월세,36.48,202207,8,500,55,7,2016.0,혁신로 55,127.980435447449,37.3234325037063,202207~202301,신규,-,0,0.0
강원도 원주시 반곡동,1886-2,1886,2,골든스퀘어1차,월세,29.64,202207,13,300,50,5,2016.0,혁신로 55,127.980435447449,37.3234325037063,202207~202307,신규,-,0,0.0
강원도 원주시 반곡동,1886-3,1886,3,골든스퀘어2차,전세,29.64,202207,2,"10,000",0,4,2016.0,혁신로 61,127.980834888995,37.3233936036259,202207~202407,신규,-,0,0.0
강원도 원주시 반곡동,1886-3,1886,3,골든스퀘어2차,전세,29.64,202207,2,"10,000",0,4,2016.0,혁신로 61,127.980834888995,37.3233936036259,202207~202407,갱신,사용,"10,000",0.0
강원도 원주시 반곡동,1886-3,1886,3,골든스퀘어2차,전세,29.64,202207,7,"8,000",0,6,2016.0,혁신로 61,127.980834888995,37.3233936036259,202207~202407,신규,-,0,0.0
강원도 원주시 반곡동,1886-3,1886,3,골든스퀘어2차,월세,29.64,202207,13,"6,000",27,5,2016.0,혁신로 61,127.980834888995,37.3233936036259,-,-,-,,
강원도 원주시 반곡동,1886-3,1886,3,골든스퀘어2차,월세,29.64,202207,13,300,55,5,2016.0,혁신로 61,127.980834888995,37.3233936036259,202207~202307,신규,-,0,0.0
강원도 원주시 반곡동,1886-3,1886,3,골든스퀘어2차,전세,29.64,202207,25,"9,800",0,8,2016.0,혁신로 61,127.980834888995,37.3233936036259,202207~202407,신규,-,0,0.0
강원도 원주시 반곡동,1886-3,1886,3,골든스퀘어2차,전세,29.64,202207,27,"10,000",0,4,2016.0,혁신로 61,127.980834888995,37.3233936036259,202208~202408,신규,-,0,0.0
강원도 원주시 반곡동,1880-4,1880,4,베르지오,월세,32.05,202207,21,500,50,4,2016.0,양지로 8,127.979150688234,37.3251481010741,202207~202301,신규,-,0,0.0
강원도 원주시 반곡동,1905-1,1905,1,이노팰리스,월세,26.06,202207,2,500,40,11,2016.0,미래로 39,127.988371551751,37.3270503809769,202207~202307,신규,-,0,0.0
강원도 원주시 반곡동,1905-1,1905,1,이노팰리스,월세,26.06,202207,2,300,40,3,2016.0,미래로 39,127.988371551751,37.3270503809769,202207~202307,신규,-,0,0.0
강원도 원주시 반곡동,1905-1,1905,1,이노팰리스,전세,27.06,202207,4,"10,000",0,8,2016.0,미래로 39,127.988371551751,37.3270503809769,-,-,-,,
강원도 원주시 반곡동,1905-1,1905,1,이노팰리스,월세,26.69,202207,6,500,40,8,2016.0,미래로 39,127.988371551751,37.3270503809769,202207~202307,신규,-,0,0.0
강원도 원주시 반곡동,1905-1,1905,1,이노팰리스,전세,26.06,202207,11,"10,000",0,7,2016.0,미래로 39,127.988371551751,37.3270503809769,202207~202407,신규,-,0,0.0
강원도 원주시 반곡동,1905-1,1905,1,이노팰리스,전세,26.06,202207,12,"11,000",0,10,2016.0,미래로 39,127.988371551751,37.3270503809769,-,-,-,,
강원도 원주시 반곡동,1905-1,1905,1,이노팰리스,전세,26.06,202207,13,"8,900",0,10,2016.0,미래로 39,127.988371551751,37.3270503809769,202207~202407,갱신,사용,"8,500",0.0
강원도 원주시 반곡동,1905-1,1905,1,이노팰리스,전세,26.69,202207,22,"8,000",0,10,2016.0,미래로 39,127.988371551751,37.3270503809769,202207~202407,신규,-,0,0.0
강원도 원주시 반곡동,1905-1,1905,1,이노팰리스,전세,27.06,202207,25,"9,500",0,6,2016.0,미래로 39,127.988371551751,37.3270503809769,202208~202407,신규,-,0,0.0
강원도 원주시 반곡동,1905-1,1905,1,이노팰리스,월세,26.69,202207,31,500,40,3,2016.0,미래로 39,127.988371551751,37.3270503809769,202207~202307,신규,-,0,0.0
강원도 원주시 반곡동,1897-4,1897,4,코아루시티,전세,22.37,202207,8,"8,000",0,11,2016.0,양지로 58,127.984700757702,37.3266167058054,202207~202407,신규,-,0,0.0
강원도 원주시 반곡동,1897-4,1897,4,코아루시티,월세,22.48,202207,8,300,40,6,2016.0,양지로 58,127.984700757702,37.3266167058054,202207~202307,신규,-,0,0.0
강원도 원주시 반곡동,1897-4,1897,4,코아루시티,전세,22.37,202207,11,"8,500",0,15,2016.0,양지로 58,127.984700757702,37.3266167058054,202207~202407,신규,-,0,0.0
강원도 원주시 반곡동,1897-4,1897,4,코아루시티,월세,22.48,202207,12,500,40,6,2016.0,양지로 58,127.984700757702,37.3266167058054,202207~202307,신규,-,0,0.0
강원도 원주시 반곡동,1897-4,1897,4,코아루시티,전세,22.37,202207,16,"8,500",0,3,2016.0,양지로 58,127.984700757702,37.3266167058054,-,-,-,,
