학교구분,학교명,본분교,지역,주소,geometry
대학,경인교육대학교,본교,인천,"인천광역시 계양구 계산로 62 (계산동, 경인교육대학교) ",[126.718842140379 37.5367048882494]
대학,경인교육대학교,제2캠퍼스,경기,"경기도 안양시 만안구 삼막로 155 (석수동, 경인교육대학교) ",[126.917068252393 37.4356067014873]
대학,전주교육대학교,본교,전북,"전라북도 전주시 완산구 서학로 50 (동서학동, 전주교육대학교) ",[127.153803947535 35.8091640624342]
대학,진주교육대학교,본교,경남,"경상남도 진주시 진양호로369번길 3 (신안동, 진주교육대학교) ",[128.06793000041 35.1858108225369]
대학,청주교육대학교,본교,충북,"충청북도 청주시 서원구 청남로 2065 (수곡동, 청주교육대학교) ",[127.484009466388 36.6154291995103]
대학,춘천교육대학교,본교,강원,"강원도 춘천시 공지로 126 (석사동, 춘천교육대학교) ",[127.748604908591 37.8594173195795]
대학,한밭대학교(산업대),본교,대전,"대전광역시 유성구 동서대로 125 (덕명동, 한밭대학교) ",[127.305261969401 36.3452663484108]
대학,한경대학교(산업대),본교,경기,"경기도 안성시 중앙로 327 (석정동, 한경대학교) ",[127.263767089376 37.010187333414]
대학,진주산업대학교(산업대),본교,경남,"경상남도 진주시 동진로 33 (칠암동, 경남과학기술대학교) ",[128.092080852163 35.1792658758639]
대학,한국산업기술대학교(산업대),본교,경기,"경기도 시흥시 산기대학로 237 (정왕동, 한국산업기술대학교) ",[126.733539352474 37.339732743931]
대학,한국방송통신대학교,본교,서울,"서울특별시 종로구 대학로 86 (동숭동, 한국방송통신대학교) ",[127.003290880975 37.5791954862382]
대학,남서울대학교(산업대),본교,충남,"충청남도 천안시 서북구 성환읍 대학로 91 (매주리, 남서울대학교) ",[127.143619452225 36.9109137342107]
대학,우송대학교(산업대),본교,대전,"대전광역시 동구 동대전로 171 (자양동, 우송정보대학) ",[127.44573302632 36.335693548807]
대학,호원대학교,본교,전북,"전라북도 군산시 임피면 호원대3길 64 (월하리, 호원대학교) ",[126.863787678587 35.9679261845471]
대학,초당대학교(산업대),본교,전남,"전라남도 무안군 무안읍 무안로 380 (성남리, 초당대학교) ",[126.470266451147 34.980047336493]
대학,청운대학교,본교,충남,"충청남도 홍성군 홍성읍 대학길 25 (남장리, 청운대학교) ",[126.664273052049 36.582338563114]
대학,경운대학교(산업대),본교,경북,"경상북도 구미시 산동면 강동로 730 (인덕리, 경운대학교) ",[128.468071167161 36.1716993571929]
대학,정석대학,본교,서울,서울특별시 강서구 오정로 576 (공항동) ,[126.813884120882 37.5462081658044]
대학,순복음총회신학교,본교,충북,충청북도 제천시 덕산면 도전로 320 (도전리) ,[128.167851885448 36.9042423883697]
대학,경희사이버대학교,본교,서울,"서울특별시 동대문구 경희대로 26 (회기동, 경희사이버대학교) ",[127.054890960564 37.5939491407769]
대학,국제사이버대학교,본교,경기,경기도 수원시 팔달구 경수대로 490 (인계동) ,[127.028223233526 37.2695937545519]
대학,대구사이버대학교,본교,경북,"경상북도 경산시 진량읍 대구대로 201 (내리리, 대구대학교경산캠퍼스) ",[128.842813264293 35.904538973767]
대학,부산디지털대학교,본교,부산,"부산광역시 사상구 주례로 57 (주례동, 부산디지털대학교) ",[129.009614631444 35.146361806536]
대학,서울디지털대학교,본교,서울,"서울특별시 강서구 공항대로 424 (화곡동, 서울디지털대학교) ",[126.854020068213 37.5550004979763]
대학,서울사이버대학교,본교,서울,"서울특별시 강북구 솔매로49길 60 (미아동, 서울사이버대학교) ",[127.027123065417 37.629843917766]
대학,세종사이버대학교,본교,서울,"서울특별시 광진구 군자로 121 (군자동, 세종사이버대학) ",[127.072886829447 37.5537274682721]
대학,한국열린사이버대학교,본교,서울,"서울특별시 중랑구 망우로 353, C동 9층(상봉프레미어스엠코) ",[127.091624142481 37.5983328190955]
대학,원광디지털대학교,본교,전북,"전라북도 익산시 익산대로 460 (신동, 원광디지털대학교) ",[126.960223680824 35.9717139651945]
대학,고려사이버대학교,본교,서울,"서울특별시 종로구 북촌로 106 (계동, 고려사이버대학교) ",[126.987063025616 37.5869442675617]
대학,숭실사이버대학교,본교,서울,"서울특별시 종로구 삼일대로30길 23 (익선동, BIZWELL종로오피스텔) ",[126.988775780571 37.574475499893]
대학,디지털서울문화예술대학교,본교,서울,"서울특별시 서대문구 통일로37길 60 (홍제동, 디지털서울문화예술대학교) ",[126.943879163212 37.5854437357557]
대학,한양사이버대학교,본교,서울,"서울특별시 성동구 왕십리로 220 (행당동, 한양사이버대학교) ",[127.047518974715 37.5571863579301]
대학,사이버한국외국어대학교,본교,서울,"서울특별시 동대문구 이문로 107 (이문동, 한국외국어대학교) ",[127.057942413722 37.5982966771548]
대학,화신사이버대학교,본교,부산,"부산광역시 연제구 고분로191번길 1 (연산동, 화신사이버대학교) ",[129.103257582645 35.1857461829433]
대학,글로벌사이버대학교,본교,충남,"충청남도 천안시 동남구 목천읍 교천지산길 284-88 (지산리, 글로벌사이버대학교) ",[127.199410531798 36.7938874628534]
대학,건양사이버대학교,본교,대전,"대전광역시 서구 관저동로 158 (관저동, 건양대학교병원) 건양사이버대학교",[127.342646778061 36.3077818180786]
대학,한국과학기술원,본교,대전,"대전광역시 유성구 대학로 291 (구성동, 한국과학기술원) ",[127.356981924269 36.3682827819718]
대학,광주과학기술원,본교,광주,"광주광역시 북구 첨단과기로 123 (오룡동, 광주과학기술원) ",[126.842947893389 35.2268791477147]
대학,대구경북과학기술원,본교,대구,대구광역시 달성군 현풍면 테크노중앙대로 333 (상리) ,[128.455010688046 35.7056377572321]
대학,한국예술종합학교,본교,서울,"서울특별시 성북구 화랑로32길 146-37 (석관동, 한국종합예술학교) ",[127.053940846723 37.6063581128476]
전문대학,경남도립거창대학,본교,경남,"경상남도 거창군 거창읍 거창대학로 72 (대평리, 경남도립거창대학) ",[127.912418659356 35.6732025593042]
전문대학,경남도립남해대학,본교,경남,"경상남도 남해군 남해읍 화전로78번길 30 (남변리, 경남도립남해대학) ",[127.898470090907 34.8369960246813]
전문대학,경북도립대학교,본교,경북,"경상북도 예천군 예천읍 도립대학길 114 (청복리, 경북도립대학교) ",[128.454637822423 36.6437290113003]
전문대학,충북도립대학교,본교,충북,충청북도 옥천군 옥천읍 대학길 15 (문정리) ,[127.572138644831 36.299999182399]
전문대학,가톨릭상지대학교,본교,경북,"경상북도 안동시 상지길 45 (율세동, 가톨릭상지대학교) ",[128.737109793573 36.5694170968626]
전문대학,거제대학교,본교,경남,"경상남도 거제시 마전1길 91 (장승포동, 거제대학) ",[128.725387887091 34.8500206411124]
전문대학,호산대학교,본교,경북,"경상북도 경산시 하양읍 대경로105길 19 (부호리, 호산대학교) ",[128.798795128372 35.9019863205208]
전문대학,경민대학교,본교,경기,"경기도 의정부시 서부로 545 (가능동, 경민대학) ",[127.025131506194 37.746124313263]
전문대학,영남외국어대학,본교,경북,"경상북도 경산시 남천면 남천로 780-9 (협석리, 영남외국어대학) ",[128.732872947672 35.7851049019368]
전문대학,경인여자대학교,본교,인천,"인천광역시 계양구 계양산로 63 (계산동, 경인여자대학) ",[126.723505869181 37.5484350761487]
전문대학,계명문화대학교,본교,대구,"대구광역시 달서구 달서대로 675 (신당동, 계명문화대학교) ",[128.486341828526 35.8594620298616]
전문대학,계원예술대학교,본교,경기,"경기도 의왕시 계원대학로 66 (내손동, 계원예술대학교) ",[126.981821523784 37.3794706508554]
전문대학,광양보건대학교,본교,전남,"전라남도 광양시 광양읍 대학로 85 (덕례리, 광양보건대학) ",[127.568813385545 34.9532412900026]
전문대학,광주보건대학교,본교,광주,"광주광역시 광산구 북문대로419번길 73 (신창동, 광주보건대학) ",[126.846188623007 35.1916954595143]
전문대학,구미대학교,본교,경북,"경상북도 구미시 야은로 37 (부곡동, 구미대학교) ",[128.289088279966 36.1521662282152]
전문대학,군장대학교,본교,전북,"전라북도 군산시 성산면 군장대길 13 (도암리, 군장대학) ",[126.784980294553 36.0019765486563]
전문대학,강동대학교,본교,충북,"충청북도 음성군 감곡면 대학길 278 (단평리, 강동대학교) ",[127.647374692043 37.1435638628244]
전문대학,고구려대학교,본교,전남,"전라남도 나주시 다시면 백호로 125 (복암리, 고구려대학) ",[126.649142984141 35.0082467713121]
전문대학,전주기전대학,본교,전북,"전라북도 전주시 완산구 전주천서로 267 (중화산동1가, 전주기전대학) ",[127.135956892499 35.8178236166646]
전문대학,경북보건대학교,본교,경북,"경상북도 김천시 대학로 168 (삼락동, 경북보건대학교) ",[128.083765347332 36.1382094633366]
전문대학,김포대학교,본교,경기,"경기도 김포시 월곶면 김포대학로 97 (포내리, 김포대학교) ",[126.547291936211 37.729980260134]
전문대학,농협대학교,본교,경기,"경기도 고양시 덕양구 서삼릉길 281 (원당동, 농협대학) ",[126.873228715577 37.6595130984806]
전문대학,대경대학교,본교,경북,"경상북도 경산시 자인면 단북1길 65 (단북리, 대경대학) ",[128.821046976231 35.8344517618075]
전문대학,대구공업대학교,본교,대구,"대구광역시 달서구 송현로 205 (본동, 대구공업대학) ",[128.544328286436 35.8340818364179]
전문대학,대구보건대학교,본교,대구,"대구광역시 북구 영송로 15 (태전동, 대구보건대학) ",[128.544031065704 35.9267978807961]
전문대학,대구과학대학교,본교,대구,"대구광역시 북구 영송로 47 (태전동, 대구과학대학) ",[128.542798518056 35.9292290605209]
전문대학,대동대학교,본교,부산,"부산광역시 금정구 동부곡로27번길 88 (부곡동, 대동대학교) ",[129.095864701903 35.2291325119494]
전문대학,대림대학교,본교,경기,"경기도 안양시 동안구 임곡로 29 (비산동, 대림대학교) ",[126.930684164957 37.4032913499382]
전문대학,대원대학교,본교,충북,"충청북도 제천시 대학로 316 (신월동, 대원대학) ",[128.190528942068 37.1757962965305]
전문대학,동서울대학교,본교,경기,"경기도 성남시 수정구 복정로 76 (복정동, 동서울대학) ",[127.128844391431 37.4582854421752]
전문대학,대전보건대학교,본교,대전,"대전광역시 동구 충정로 21 (가양동, 대전보건대학) ",[127.455904248815 36.3505061602975]
전문대학,우송정보대학,본교,대전,대전광역시 동구 백룡로 59(자양동 101-17) 우송정보대학 ,[127.453585873556 36.3370292828942]
전문대학,대전과학기술대학교,본교,대전,"대전광역시 서구 혜천로 100 (복수동, 대전과학기술대학교) ",[127.375766717311 36.3017868630869]
전문대학,아주자동차대학교,본교,충남,충청남도 보령시 주포면 대학길 106 ,[126.579570776264 36.4035077720673]
전문대학,인천재능대학교,본교,인천,"인천광역시 동구 재능로 178 (송림동, 재능대학) ",[126.650473364336 37.4755331257648]
전문대학,경북과학대학교,본교,경북,"경상북도 칠곡군 기산면 지산로 634 (봉산리, 경북과학대학교) ",[128.345668966693 35.9831875152036]
전문대학,동남보건대학교,본교,경기,"경기도 수원시 장안구 천천로74번길 50 (정자동, 동남보건전문대학) ",[126.987000072709 37.2969384402553]
전문대학,동강대학교,본교,광주,"광주광역시 북구 동문대로 50 (풍향동, 동강대학) ",[126.92234609245 35.1694378564351]
전문대학,동아방송예술대학교,본교,경기,"경기도 안성시 삼죽면 동아예대길 47 (진촌리, 동아방송예술대학교) ",[127.353294629592 37.06236122856]
전문대학,동아보건대학교,본교,전남,"전라남도 영암군 학산면 영산로 76-57 (독천리, 동아보건대학교) ",[126.567432062503 34.7303557329681]
전문대학,동양미래대학교,본교,서울,"서울특별시 구로구 경인로 445 (고척동, 동양미래대학) ",[126.868169656727 37.4999957879198]
전문대학,동원대학교,본교,경기,"경기도 광주시 곤지암읍 경충대로 26 (신촌리, 동원대학) ",[127.401440535124 37.3280799949247]
전문대학,동의과학대학교,본교,부산,"부산광역시 부산진구 양지로 54 (양정동, 동의과학대학) ",[129.072226586557 35.1658498304458]
전문대학,부산보건대학교,본교,부산,"부산광역시 사하구 사리로55번길 16 (괴정동, 동주대학) ",[128.997230899793 35.1067235698512]
전문대학,두원공과대학교,본교,경기,"경기도 안성시 죽산면 관음당길 51 (장원리, 두원공과대학교) ",[127.424095980688 37.0649188449691]
전문대학,마산대학교,본교,경남,"경상남도 창원시 마산회원구 내서읍 함마대로 2640 (용담리, 마산대학) ",[128.503693849165 35.25987312943]
전문대학,명지전문대학,본교,서울,"서울특별시 서대문구 가좌로 134 (홍은동, 명지전문대학) ",[126.925647822893 37.5852831941405]
전문대학,목포과학대학교,본교,전남,"전라남도 목포시 영산로 413-1 (상동, 목포과학대학) ",[126.409814429126 34.8078795828145]
전문대학,문경대학교,본교,경북,경상북도 문경시 호계면 대학길 161 (별암리) ,[128.174177800689 36.6575623417924]
전문대학,배화여자대학교,본교,서울,"서울특별시 종로구 필운대로1길 34 (필운동, 배화여자대학) ",[126.967291871532 37.5795440101952]
전문대학,백제예술대학교,본교,전북,"전라북도 완주군 봉동읍 백제대학로 171 (제내리, 백제예술대학) ",[127.129994492501 35.9962557666166]
전문대학,부산경상대학교,본교,부산,"부산광역시 연제구 고분로 170 (연산동, 부산경상대학) ",[129.100958918645 35.1854293314716]
전문대학,부산여자대학교,본교,부산,"부산광역시 부산진구 진남로 506 (양정동, 부산여자대학) ",[129.072055187665 35.1692365236515]
전문대학,부산과학기술대학교,본교,부산,"부산광역시 북구 시랑로132번길 88 (구포동, 부산과학기술대학교) ",[129.005303108413 35.1941945073743]
전문대학,부천대학교,본교,경기,"경기도 부천시 원미구 신흥로56번길 25 (심곡동, 부천대학) ",[126.779299815943 37.4888727234976]
전문대학,삼육보건대학교,본교,서울,"서울특별시 동대문구 망우로 82 (휘경동, 삼육보건대학) 삼육보건대학교",[127.06355328121 37.5862119387672]
전문대학,상지영서대학교,본교,강원,"강원도 원주시 상지대길 84 (우산동, 상지영서대학교) ",[127.92997346655 37.3726612671501]
전문대학,서울예술대학교,본교,경기,"경기도 안산시 단원구 예술대학로 171 (고잔동, 서울예술대학) ",[126.836274799172 37.3334140856148]
전문대학,서일대학교,본교,서울,서울특별시 중랑구 용마산로90길 28 (면목동) ,[127.097203310115 37.5860827979004]
전문대학,성심외국어대학,본교,부산,"부산광역시 해운대구 반송순환로 142 (반송동, 영산대학교부산캠퍼스) ",[129.159064651628 35.2241543257141]
전문대학,수원여자대학교,본교,경기,"경기도 수원시 권선구 온정로 72 (오목천동, 수원여자대학) ",[126.963307279503 37.2527054444737]
전문대학,수원과학대학교,본교,경기,"경기도 화성시 정남면 세자로 288 (보통리, 수원과학대학) ",[126.983926534359 37.1920328913299]
전문대학,순천제일대학교,본교,전남,"전라남도 순천시 제일대학길 17 (덕월동, 순천제일대학) ",[127.485197496383 34.9337969603803]
전문대학,숭의여자대학교,본교,서울,"서울특별시 중구 소파로2길 10 (예장동, 숭의여자대학) ",[126.987481605528 37.5578530747432]
전문대학,신구대학교,본교,경기,"경기도 성남시 중원구 광명로 377 (금광동, 신구대학) ",[127.167696591792 37.4488513932536]
전문대학,신성대학교,본교,충남,"충청남도 당진시 정미면 대학로 1 (덕마리, 신성대학교) ",[126.593768678199 36.8537094815468]
전문대학,신안산대학교,본교,경기,"경기도 안산시 단원구 신안산대학로 135 (초지동, 신안산대학교) ",[126.805416476366 37.3090167886307]
전문대학,안산대학교,본교,경기,"경기도 안산시 상록구 안산대학로 155 (일동, 안산대학교) ",[126.877119505751 37.3081718314322]
전문대학,동원과학기술대학교,본교,경남,"경상남도 양산시 명곡로 321 (명곡동, 동원과학기술대학교) ",[129.066354228284 35.3440175336646]
전문대학,여주대학교,본교,경기,"경기도 여주시 세종로 338 (교동, 여주대학교) ",[127.636353103878 37.2710928927952]
전문대학,연암대학교,본교,충남,"충청남도 천안시 서북구 성환읍 연암로 313 (수향리, 천안연암대학) ",[127.155740286827 36.9469108865814]
전문대학,영남이공대학교,본교,대구,"대구광역시 남구 현충로 170 (대명동, 영남이공대학) ",[128.584172624123 35.8476757387958]
전문대학,강릉영동대학교,본교,강원,"강원도 강릉시 공제로 357 (홍제동, 강릉영동대학) ",[128.854957850299 37.7474175203344]
전문대학,세경대학교,본교,강원,"강원도 영월군 영월읍 하송로 197 (하송리, 세경대학) ",[128.454302846851 37.1728407202899]
전문대학,영진전문대학교,본교,대구,"대구광역시 북구 복현로 35 (복현동, 영진전문대학) ",[128.620618952611 35.8956447648046]
전문대학,용인예술과학대학교,본교,경기,"경기도 용인시 처인구 동부로 61 (마평동, 용인송담대학교) ",[127.218185205368 37.2292153299387]
전문대학,울산과학대학교,본교,울산,"울산광역시 동구 봉수로 101 (화정동, 울산과학대학동부캠퍼스) ",[129.416053037787 35.4947681325569]
전문대학,한국영상대학교,본교,세종,"세종특별자치시 장군면 대학길 300 (금암리, 한국영상대학) ",[127.209743812094 36.4624110935815]
전문대학,원광보건대학교,본교,전북,"전라북도 익산시 익산대로 514 (신용동, 원광보건대학) ",[126.956195653838 35.9727464624942]
전문대학,유한대학교,본교,경기,"경기도 부천시 소사구 경인로 590 (괴안동, 유한대학) ",[126.822366316948 37.4881299135532]
전문대학,인덕대학교,본교,서울,"서울특별시 노원구 초안산로 12 (월계동, 인덕대학) ",[127.054499915273 37.6303438661503]
전문대학,장안대학교,본교,경기,"경기도 화성시 봉담읍 삼천병마로 1182 (상리, 장안대학) ",[126.94448214476 37.2132873190596]
전문대학,전남과학대학교,본교,전남,전라남도 곡성군 옥과면 대학로 113 (옥과리) ,[127.132861213881 35.2773078171192]
전문대학,전주비전대학교,본교,전북,"전라북도 전주시 완산구 천잠로 235 (효자동2가, 전주비전대학) ",[127.09096633819 35.810876890747]
전문대학,전북과학대학교,본교,전북,"전라북도 정읍시 정읍사로 509 (시기동, 전북과학대학) ",[126.861357714493 35.5480413147124]
전문대학,제주관광대학교,본교,제주,"제주특별자치도 제주시 애월읍 평화로 2715 (광령리, 제주관광대학) ",[126.43430282708 33.4474802259546]
전문대학,조선이공대학교,본교,광주,광주광역시 동구 조선이공대길 11(서석동) 조선이공대학교 ,[126.931692188988 35.1398173087151]
전문대학,충북보건과학대학교,본교,충북,"충청북도 청주시 청원구 내수읍 덕암길 10 (덕암리, 충북보건과학대학교) ",[127.553357528953 36.7035003719896]
전문대학,진주보건대학교,본교,경남,"경상남도 진주시 의병로 51 (상봉동, 진주보건대학) ",[128.066658147257 35.1980582876131]
전문대학,창신대학,본교,경남,"경상남도 창원시 마산회원구 팔용로 262 (합성동, 창신대학) ",[128.599596124773 35.2446928950772]
전문대학,창원문성대학교,본교,경남,경상남도 창원시 성산구 충혼로 91(두대동) ,[128.66021178679 35.2330914527178]
전문대학,백석문화대학교,본교,충남,충청남도 천안시 동남구 백석대학로 1 (안서동) ,[127.182520646399 36.8388372068096]
전문대학,청강문화산업대학교,본교,경기,"경기도 이천시 마장면 청강가창로 389-94 (해월리, 청강문화산업대학) ",[127.356496217098 37.2064534859647]
전문대학,춘해보건대학교,본교,울산,"울산광역시 울주군 웅촌면 대학길 9 (곡천리, 춘해보건대학) ",[129.19593294388 35.4583328580015]
전문대학,대덕대학교,본교,대전,"대전광역시 유성구 가정북로 68 (장동, 대덕대학) ",[127.367453313639 36.3908487081906]
전문대학,충청대학교,본교,충북,"충청북도 청주시 흥덕구 강내면 월곡길 38 (월곡리, 충청대학) ",[127.369818661228 36.6187357263436]
전문대학,강원관광대학교,본교,강원,"강원도 태백시 대학길 97 (황지동, 강원관광대학) ",[128.973284810198 37.162184286251]
전문대학,국제대학교,본교,경기,"경기도 평택시 장안웃길 56 (장안동, 국제대학교) ",[127.080291104308 37.0655111093565]
전문대학,선린대학교,본교,경북,"경상북도 포항시 북구 흥해읍 초곡길36번길 30 (초곡리, 선린대학) ",[129.333155494213 36.0907836583212]
전문대학,한림성심대학교,본교,강원,"강원도 춘천시 동면 장학길 48 (장학리, 한림성심대학교) ",[127.757048177055 37.8980972274775]
전문대학,한양여자대학교,본교,서울,"서울특별시 성동구 살곶이길 200 (사근동, 한양여자대학) ",[127.049321897316 37.5579175887117]
전문대학,한영대학교,본교,전남,"전라남도 여수시 장군산길 18-43 (여서동, 한영대학) ",[127.714887532264 34.7537136734842]
전문대학,혜전대학교,본교,충남,충청남도 홍성군 홍성읍 대학1길 19 ,[126.659195767096 36.5797705008343]
전문대학,경기과학기술대학교,본교,경기,"경기도 시흥시 경기과기대로 269 (정왕동, 경기과학기술대학교) ",[126.736415177541 37.3387984225552]
전문대학,부산예술대학교,본교,부산,"부산광역시 남구 못골번영로71번길 74 (대연동, 부산예술대학) ",[129.083912636752 35.1418395189121]
전문대학,전남도립대학교,본교,전남,"전라남도 담양군 담양읍 죽녹원로 152 (향교리, 전남도립대학) ",[126.992594258267 35.3265254838797]
전문대학,송호대학교,본교,강원,"강원도 횡성군 횡성읍 남산로 210 (남산리, 송호대학교) ",[128.002233813685 37.4734881442281]
전문대학,한국관광대학교,본교,경기,"경기도 이천시 신둔면 이장로311번길 197-73 (고척리, 한국관광대학) ",[127.377924128039 37.283521473248]
전문대학,서정대학교,본교,경기,경기도 양주시 은현면 서정로 27 ,[127.037803548832 37.8564658189262]
전문대학,송곡대학교,본교,강원,"강원도 춘천시 남산면 송곡대학길 34 (창촌리, 송곡대학교) ",[127.649391831453 37.7920447564768]
전문대학,웅지세무대학교,본교,경기,"경기도 파주시 탄현면 웅지로144번길 73 (금승리, 웅지세무대학) ",[126.735704511037 37.8187547820815]
전문대학,김해대학교,본교,경남,"경상남도 김해시 삼안로112번길 198 (삼방동, 김해대학교) ",[128.913046985427 35.2541400566853]
전문대학,한국승강기대학교,본교,경남,"경상남도 거창군 거창읍 운정1길 120 (송정리, 한국승강기대학) ",[127.895963631512 35.6757097541289]
전문대학,영진사이버대학교,본교,대구,"대구광역시 북구 복현로 35 (복현동, 영진전문대학) ",[128.620618952611 35.8956447648046]
전문대학,한국복지사이버대학,본교,경북,경상북도 경산시 남천면 남천로 746-10 (협석리) ,[128.729308048602 35.784803171029]
전문대학,한국골프대학교,본교,강원,강원도 횡성군 우천면 하대5길 109 한국골프대학교,[128.076675629857 37.4671536900952]
전문대학,ICT폴리텍대학,본교,경기,경기도 광주시 순암로 16-26 (역동) ICT폴리텍대학,[127.248271161177 37.3973608087447]
전문대학,한국폴리텍 I 대학 서울정수캠퍼스,본교,서울,"서울특별시 용산구 보광로 73 (보광동, 한국폴리텍1대학서울정수캠퍼스) ",[126.996816950671 37.5299749717494]
전문대학,한국폴리텍 I 대학 서울강서캠퍼스,본교,서울,"서울특별시 강서구 우장산로10길 112 (화곡동, 한국폴리텍Ⅰ서울강서대학) ",[126.842445128444 37.5492424830708]
전문대학,한국폴리텍 I 대학 성남캠퍼스,본교,경기,"경기도 성남시 수정구 수정로 398 (산성동, 한국폴리텍I대학성남캠퍼스) ",[127.153991104911 37.4588779494343]
전문대학,한국폴리텍 II 대학 인천캠퍼스,본교,인천,"인천광역시 부평구 무네미로448번길 56 (구산동, 한국폴리텍Ⅱ대학) ",[126.754207314615 37.4791385371065]
전문대학,한국폴리텍 II 대학 남인천캠퍼스,본교,인천,"인천광역시 남구 염전로333번길 23 (주안동, 한국폴리텍Ⅱ대학(남인천캠퍼스)) ",[126.677333638326 37.4726480111082]
전문대학,한국폴리텍 III 대학 춘천캠퍼스,본교,강원,"강원도 춘천시 동산면 영서로 1290-31 (원창리, 한국폴리텍Ⅲ대학) ",[127.777433072095 37.79930445583]
전문대학,한국폴리텍 III 대학 강릉캠퍼스,본교,강원,"강원도 강릉시 남산초교길 121 (노암동, 한국폴리텍3대학) ",[128.890415680849 37.736828550276]
전문대학,한국폴리텍 IV 대학 대전캠퍼스,본교,대전,"대전광역시 동구 우암로 352-21 (가양동, 한국폴리텍IV대학) ",[127.453757371833 36.3510398955929]
전문대학,한국폴리텍 IV 대학 청주캠퍼스,본교,충북,"충청북도 청주시 흥덕구 산단로 54 (송정동, 한국폴리텍Ⅳ대학청주캠퍼스) ",[127.448378167421 36.6395868034277]
전문대학,한국폴리텍 IV 대학 아산캠퍼스,본교,충남,"충청남도 아산시 신창면 행목로 45 (행목리, 한국폴리텍Ⅳ대학아산캠퍼스) ",[126.948845432823 36.7720509090561]
전문대학,한국폴리텍 IV 대학 홍성캠퍼스,본교,충남,"충청남도 홍성군 홍성읍 충서로 1200 (남장리, 한국폴리텍IV대학홍성) ",[126.656165241889 36.5826195874657]
전문대학,한국폴리텍 V 대학 광주캠퍼스,본교,광주,"광주광역시 북구 하서로 85 (운암동, 한국폴리텍V대학) ",[126.878671829328 35.1829561363337]
전문대학,한국폴리텍 V 대학 전북캠퍼스,본교,전북,"전라북도 김제시 백학제길 154 (백학동, 한국폴리텍V대학) ",[126.939729826939 35.8096561524104]
전문대학,한국폴리텍 V 대학 전남캠퍼스,본교,전남,전라남도 무안군 청계면 영산로 1854-16 한국폴리텍V대학 전남캠퍼스,[126.428916985605 34.9235263890399]
전문대학,한국폴리텍 V 대학 익산캠퍼스,본교,전북,"전라북도 익산시 선화로 579 (어양동, 한국폴리텍V대학) ",[126.990586609717 35.9520018788086]
전문대학,한국폴리텍 VI 대학 대구캠퍼스,본교,대구,"대구광역시 서구 국채보상로43길 15 (평리동, 한국폴리텍6대학) ",[128.553015141821 35.8741438115873]
전문대학,한국폴리텍 VI 대학 구미캠퍼스,본교,경북,"경상북도 구미시 수출대로3길 84 (공단동, 한국폴리텍ⅵ대학구미캠퍼스) ",[128.373729596913 36.1192957180323]
전문대학,한국폴리텍 VII 대학 창원캠퍼스,본교,경남,"경상남도 창원시 성산구 외동반림로 51-88 (중앙동, 한국폴리텍VII대학) ",[128.669302406431 35.2257115695069]
전문대학,한국폴리텍 VII 대학 부산캠퍼스,본교,부산,"부산광역시 북구 만덕대로155번길 99 (덕천동, 한국폴리텍VII대학부산캠퍼스) ",[129.018980698165 35.2184773672252]
전문대학,한국폴리텍 VII 대학 울산캠퍼스,본교,울산,"울산광역시 중구 산전길 155 (동동, 한국폴리텍7대학울산캠퍼스) ",[129.348036827722 35.5785306875814]
전문대학,한국폴리텍 특성화대학 바이오캠퍼스,본교,충남,충청남도 논산시 강경읍 동안로112번길 48 ,[127.021558780083 36.1459959594605]
전문대학,한국폴리텍 VI 대학 영남융합기술캠퍼스,본교,대구,대구광역시 동구 팔공로 222(봉무동) ,[128.642014904481 35.9202430396438]
전문대학,한국폴리텍 특성화대학 반도체융합캠퍼스,본교,경기,경기도 안성시 공도읍 송원길 41-12 ,[127.176224540239 37.0085562720445]
전문대학,한국폴리텍 특성화대학 항공캠퍼스,본교,경남,"경상남도 사천시 대학길 46 (이금동, 한국폴리텍항공대학) ",[128.107986852618 34.947849518386]
대학원대학,한국개발연구원국제정책대학원대학교,본교,세종,"세종특별자치시 남세종로 263 (반곡동, 한국개발연구원) ",[127.3098073377 36.4811683725858]
대학원대학,대한신학대학원대학교,본교,경기,경기도 안양시 만안구 경수대로1406번길 30 (석수동) ,[126.905410219534 37.4322095868712]
대학원대학,베뢰아국제대학원대학교,본교,서울,"서울특별시 영등포구 가마산로 359 (대림동, 베뢰아대학원대학교) ",[126.898248758452 37.500916439781]
대학원대학,건신대학원대학교,본교,대전,대전광역시 중구 동서대로1327번길 40 (용두동) 건신대학원대학교,[127.405878490427 36.3309041228001]
대학원대학,성산효대학원대학교,본교,인천,"인천광역시 남동구 석정로 543 (간석동, 성산효대학원대학교) ",[126.696010406182 37.4663944484168]
대학원대학,원불교대학원대학교,본교,전북,"전라북도 익산시 익산대로33길 23 (신용동, 원불교대학원대학교) ",[126.951967028268 35.9753022862613]
대학원대학,웨스트민스터신학대학원대학교,본교,경기,"경기도 용인시 기흥구 동백죽전대로 201-11 (중동, 웨스트민스터신학대학교) ",[127.158071438969 37.2590035612818]
대학원대학,합동신학대학원대학교,본교,경기,"경기도 수원시 영통구 광교중앙로 50 (원천동, 합동신학대학원대학교) ",[127.053777782971 37.2801723995453]
대학원대학,횃불트리니티신학대학원대학교,본교,서울,"서울특별시 서초구 바우뫼로31길 70 (양재동, 횃불트리니티신학대학원대학교) ",[127.034774887034 37.4793861921564]
