학교구분,학교명,본분교,지역,주소
대학원,포항공과대학교 엔지니어링대학원,본교,경북,"경상북도 포항시 남구 청암로 77 (지곡동, 포항공과대학교) "
대학원,한경국립대학교 공공정책대학원,본교,경기,"경기도 안성시 중앙로 327 (석정동, 한경대학교) "
대학원,한경대학교 공공정책대학원(산업대),본교,경기,"경기도 안성시 중앙로 327 (석정동, 한경대학교) "
대학원,한국교통대학교 교통대학원,본교,충북,"경기도 의왕시 철도박물관로 157 (월암동, 한국교통대학교) "
대학원,한국방송통신대학교 경영대학원,본교,서울,"서울특별시 종로구 대학로 86 (동숭동, 한국방송통신대학교) "
대학원,한국전통문화대학교 문화유산융합대학원,본교,충남,"충청남도 부여군 규암면 백제문로 367 (합정리, 한국전통문화학교) "
대학원,한국전통문화대학교 일반대학원,본교,충남,"충청남도 부여군 규암면 백제문로 367 (합정리, 한국전통문화학교) "
대학원,한국해양대학교 해양과학기술전문대학원,본교,부산,"부산광역시 영도구 태종로 727 (동삼동, 한국해양대학교) "
대학원,홍익대학교 공연예술대학원,본교,서울,"서울특별시 마포구 와우산로 94 (상수동, 홍익대학교) "
대학원,한경국립대학교 미래융합기술대학원,본교,경기,"경기도 안성시 중앙로 327 (석정동, 한경대학교) "
대학원,한경대학교 미래융합기술대학원(산업대),본교,경기,"경기도 안성시 중앙로 327 (석정동, 한경대학교) "
전문대학,강원도립대학교,본교,강원,강원도 강릉시 주문진읍 연주로 270 
전문대학,경남정보대학교,본교,부산,"부산광역시 사상구 주례로 45 (주례동, 경남정보대학교) "
전문대학,경복대학교,본교,경기,"경기도 남양주시 진접읍 경복대로 425 (금곡리, 경복대학교) "
전문대학,경북전문대학교,본교,경북,"경상북도 영주시 대학로 77 (휴천동, 경북전문대학교) "
대학원대학,계약신학대학원대학교,본교,경기,"경기도 광주시 초월읍 진새골길 151-30 (대쌍령리, 계약신학대학원대학교) "
전문대학,서라벌대학교,본교,경북,"경상북도 경주시 태종로 478-20 (충효동, 서라벌대학) "
전문대학,서영대학교,본교,광주,"광주광역시 북구 서강로 1 (운암동, 서영대학교) "
전문대학,성운대학교,본교,경북,"경상북도 영천시 신녕면 대학길 105 (화남리, 성덕대학교) "
전문대학,수성대학교,본교,대구,"대구광역시 수성구 달구벌대로528길 15 (만촌동, 수성대학교) "
전문대학,안동과학대학교,본교,경북,"경상북도 안동시 서후면 서선길 189 (교리, 안동과학대학교) "
전문대학,연성대학교,본교,경기,"경기도 안양시 만안구 양화로37번길 34 (안양동, 연성대학교) "
전문대학,연암공과대학교,본교,경남,"경남 진주시 진주대로 629번길 35(가좌동, 연암공과대학교) "
전문대학,오산대학교,본교,경기,"경기도 오산시 청학로 45 (청학동, 오산대학) "
전문대학,인하공업전문대학,본교,인천,"인천광역시 미추홀구 인하로 100 (용현동, 인하대,인하공전,정석항공고) 인하공업전문대학"
전문대학,제주한라대학교,본교,제주,"제주특별자치도 제주시 한라대학로 38 (노형동, 제주한라대학) "
전문대학,청암대학교,본교,전남,"전라남도 순천시 녹색로 1641 (덕월동, 순천청암대학) "
전문대학,충남도립대학교,본교,충남,"충청남도 청양군 청양읍 학사길 55 (벽천리, 충남도립대학교) "
전문대학,포항대학교,본교,경북,"경상북도 포항시 북구 흥해읍 신덕로 60 (죽천리, 포항대학교) "
전문대학,한국복지대학교,본교,경기,"경기도 평택시 삼남로 283 (장안동, 한국복지대학교) "
대학,인천대학교,본교,인천,"인천광역시 연수구 아카데미로 119 (송도동, 인천대학교) "
대학원,인천대학교 경영대학원,본교,인천,"인천광역시 연수구 아카데미로 119 (송도동, 인천대학교) "
대학원,인천대학교 공학대학원,본교,인천,"인천광역시 연수구 아카데미로 119 (송도동, 인천대학교) "
대학원,인천대학교 정보기술대학원,본교,인천,"인천광역시 연수구 아카데미로 119 (송도동, 인천대학교) "
대학원,인천대학교 교육대학원,본교,인천,"인천광역시 연수구 아카데미로 119 (송도동, 인천대학교) "
대학원,인천대학교 대학원,본교,인천,"인천광역시 연수구 아카데미로 119 (송도동, 인천대학교) "
대학원,인천대학교 동북아물류대학원,본교,인천,"인천광역시 연수구 아카데미로 119 (송도동, 인천대학교) "
대학원,인천대학교 행정대학원,본교,인천,"인천광역시 연수구 아카데미로 119 (송도동, 인천대학교) "
대학원대학,제네바신학대학원대학교,본교,경기,"경기도 파주시 파평면 파산서원길 64-68 (눌노리, 제네바신학대학원대학교) "
대학원,가천대학교 산업환경대학원,본교,경기,"경기도 성남시 수정구 성남대로 1342 (복정동, 가천대학교) "
대학원,차의과학대학교 임상약학대학원,본교,경기,"경기도 포천시 해룡로 120 (동교동, 포천중문의과대학) 차의과학대학교"
대학원,차의과학대학교 미술치료대학원,본교,경기,"경기도 포천시 해룡로 120 (동교동, 포천중문의과대학) "
전문대학,한국폴리텍 VI 대학 영주캠퍼스,본교,경북,"경상북도 영주시 가흥로 2 (문정동, 한국폴리텍VI대학) "
대학원,선문대학교 무도대학원,본교,충남,"충청남도 아산시 탕정면 선문로221번길 70 (갈산리, 선문대학교) "
대학원,선문대학교 상담대학원,본교,충남,"충청남도 아산시 탕정면 선문로221번길 70 (갈산리, 선문대학교) "
대학원,조선대학교 산업기술융합대학원,본교,광주,광주광역시 동구 조선대1길 10(서석동) 
대학원,세종대학교 공공정책대학원,본교,서울,"서울특별시 광진구 능동로 209 (군자동, 세종대학교) "
대학원,세종대학교 융합예술대학원,본교,서울,"서울특별시 광진구 능동로 209 (군자동, 세종대학교) "
대학원,경남과학기술대학교 산업복지대학원,본교,경남,"경상남도 진주시 동진로 33 (칠암동, 경남과학기술대학교) "
대학원,동덕여자대학교 문화 예술치료대학원,본교,서울,"서울특별시 성북구 화랑로13길 60 (하월곡동, 동덕여자대학교) "
대학원,아주대학교 글로벌제약임상대학원,본교,경기,"경기도 수원시 영통구 월드컵로 206 (원천동, 아주대학교) "
대학원,동덕여자대학교 보건과학대학원,본교,서울,"서울특별시 성북구 화랑로13길 60 (하월곡동, 동덕여자대학교) "
대학원,중원대학교 사회과학대학원,본교,충북,"충청북도 괴산군 괴산읍 문무로 85 (동부리, 중원대학교) "
대학원,중원대학교 평생학습대학원,본교,충북,"충청북도 괴산군 괴산읍 문무로 85 (동부리, 중원대학교) "
대학원,중원대학교 문화예술대학원,본교,충북,"충청북도 괴산군 괴산읍 문무로 85 (동부리, 중원대학교) "
대학원,서울장신대학교 사회복지상담대학원,본교,경기,"경기도 광주시 경안로 145 (경안동, 서울장신대학교) "
대학원,성균관대학교 문화융합대학원,본교,서울,"서울특별시 종로구 성균관로 25-2 (명륜3가, 성균관대학교) "
대학원,성균관대학교 글로벌보험연금대학원,본교,서울,"서울특별시 종로구 성균관로 25-2 (명륜3가, 성균관대학교) "
대학원,대전대학교 보건의료대학원,본교,대전,대전광역시 서구 대덕대로176번길 59(둔산동) 
대학원,대전대학교 상담대학원,본교,대전,대전광역시 서구 대덕대로176번길 59(둔산동) 
대학원,용인대학교 통일대학원,본교,경기,"경기도 용인시 처인구 용인대학로 134 (삼가동, 용인대학교) "
대학원,대구가톨릭대학교 상담대학원,본교,대구,"대구광역시 중구 명륜로12길 47 (남산동, 대구가톨릭대학교신학대학) "
대학원,경상국립대학교 토지주택대학원,본교,경남,"경상남도 진주시 진주대로 501 (가좌동, 경상대학교) "
대학,신한대학교,본교,경기,"경기도 동두천시 벌마들로40번길 30 (상패동, 신한대학교) "
대학원,광주대학교 보건상담정책대학원,본교,광주,"광주광역시 남구 효덕로 277 (진월동, 광주대학교) "
대학원,부경대학교 과학기술융합전문대학원,본교,부산,"부산광역시 남구 용소로 45 (대연동, 부경대학교대연캠퍼스) "
대학원,총신대학교 교회음악대학원,본교,서울,"서울특별시 동작구 사당로 143 (사당동, 총신대학교) "
대학원,경기대학교 행정사회복지대학원,본교,경기,"경기도 수원시 영통구 광교산로 154-42 (이의동, 경기대학교) "
대학원,경기대학교 예술대학원,본교,경기,"경기도 수원시 영통구 광교산로 154-42 (이의동, 경기대학교) "
대학원,신한대학교 지식복지대학원,본교,경기,"경기도 동두천시 벌마들로40번길 30 (상패동, 신한대학교) "
대학원,신한대학교 보건대학원,본교,경기,"경기도 동두천시 벌마들로40번길 30 (상패동, 신한대학교) "
대학원,신한대학교 생활문화대학원,본교,경기,"경기도 동두천시 벌마들로40번길 30 (상패동, 신한대학교) "
대학원,영남신학대학교 성서신학대학원,본교,경북,"경상북도 경산시 진량읍 봉회1길 26 (봉회리, 영남신학대학교) "
대학원,영남신학대학교 상담대학원,본교,경북,"경상북도 경산시 진량읍 봉회1길 26 (봉회리, 영남신학대학교) "
대학원,경희대학교 법무대학원,본교,서울,"서울특별시 동대문구 경희대로 26 (회기동, 경희대학교) "
대학,단국대학교,제2캠퍼스,충남,"충청남도 천안시 동남구 단대로 119 (안서동, 단국대학교천안캠퍼스) "
대학원,단국대학교 일반대학원,제2캠퍼스,충남,"충청남도 천안시 동남구 단대로 119 (안서동, 단국대학교천안캠퍼스) "
대학원,단국대학교 교육대학원,제2캠퍼스,충남,"충청남도 천안시 동남구 단대로 119 (안서동, 단국대학교천안캠퍼스) "
대학원,단국대학교 정책경영대학원,제2캠퍼스,충남,"충청남도 천안시 동남구 단대로 119 (안서동, 단국대학교천안캠퍼스) "
대학원,단국대학교 스포츠과학대학원,제2캠퍼스,충남,"충청남도 천안시 동남구 단대로 119 (안서동, 단국대학교천안캠퍼스) "
대학원,단국대학교 보건복지대학원,제2캠퍼스,충남,"충청남도 천안시 동남구 단대로 119 (안서동, 단국대학교천안캠퍼스) "
대학원,한남대학교 사회문화・행정복지대학원,본교,대전,"대전광역시 대덕구 한남로 70 (오정동, 한남대학교) "
대학원,충남대학교 에너지과학기술대학원,본교,대전,"대전광역시 유성구 대학로 99 (궁동, 충남대학교) "
대학,경동대학교,제4캠퍼스,경기,경기도 양주시 경동대학로 27 (고암동) 
대학원,백석대학교 실천신학대학원,본교,서울,"서울특별시 서초구 방배로9길 15 (방배동, 목양동백석대학교) "
대학,가야대학교(김해),본교,경남,경상남도 김해시 삼계로 208 (삼계동) 
대학,가야대학교(고령),제2캠퍼스,경북,"경상북도 고령군 대가야읍 대가야로 1103 (지산리, 가야대학교) "
대학원,계명대학교 융합공학대학원,본교,대구,"대구광역시 달서구 달구벌대로 1095 (신당동, 계명대학교성서캠퍼스) "
대학원,한신대학교 사회혁신경영대학원,본교,서울,"서울특별시 강북구 인수봉로 159 (수유동, 한신대학교신학대학원) "
대학원,동아대학교 예술대학원,본교,부산,"부산광역시 서구 대신공원로 32 (동대신동3가, 동아대학교구덕캠퍼스) "
대학원,경주대학교 문화관광복지대학원,본교,경북,"경상북도 경주시 태종로 188 (효현동, 경주대학교) "
대학원,전남대학교 정책대학원,본교,광주,"광주광역시 북구 용봉로 45 (용봉동, 전남대학교) "
대학원,한서대학교 항공정보산업대학원,본교,충남,"충청남도 서산시 해미면 한서1로 46 (대곡리, 한서대학교) "
대학,신한대학교,제2캠퍼스,경기,"경기도 의정부시 호암로 95 (호원동, 신한대학교) "
대학원,한양대학교 부동산융합대학원,본교,서울,"서울특별시 성동구 왕십리로 222 (사근동, 한양대학교) "
대학원,부산대학교 기술창업대학원,본교,부산,"부산광역시 금정구 부산대학로63번길 2 (장전동, 부산대학교) "
대학원,아주대학교 교통ITS대학원,본교,경기,"경기도 수원시 영통구 월드컵로 206 (원천동, 아주대학교) "
대학원,아주대학교 공학대학원,본교,경기,"경기도 수원시 영통구 월드컵로 206 (원천동, 아주대학교) "
대학원,연세대학교(미래) 정경·창업대학원,분교,강원,강원도 원주시 흥업면 연세대길 1 연세대학교 미래캠퍼스
대학원,국민대학교 글로벌 창업벤처대학원,본교,서울,"서울특별시 성북구 정릉로 77 (정릉동, 국민대학교) "
대학원,전주대학교 상담심리대학원,본교,전북,"전라북도 전주시 완산구 천잠로 303 (효자동2가, 전주대학교) "
대학원,성균관대학교 글로벌창업대학원,본교,서울,"서울특별시 종로구 성균관로 25-2 (명륜3가, 성균관대학교) "
대학원,계명대학교 글로벌창업대학원,본교,대구,"대구광역시 남구 명덕로 104 (대명동, 계명대학교) "
대학원대학,치유상담대학원대학교,본교,서울,"서울특별시 서초구 서초대로 121 (방배동, 원우빌딩) "
대학원대학,능인대학원대학교,본교,경기,경기도 화성시 팔탄면 3.1만세로 694-57 (해창리) 
대학원,서울대학교 국제농업기술대학원,본교,강원,"강원도 평창군 대화면 평창대로 1447-1 (신리, 서울대그린바이오과학기술연구원) "
대학원,순천향대학교 기술경영행정대학원,본교,충남,"충청남도 아산시 신창면 순천향로 22 (읍내리, 순천향대학교) "
대학원,성결대학교 프라임(Prime) 대학원,본교,경기,"경기도 안양시 만안구 성결대학로 53 (안양동, 성결대학교) "
대학원,성결대학교 신학대학원,본교,경기,"경기도 안양시 만안구 성결대학로 53 (안양동, 성결대학교) "
대학원,대구한의대학교 보건・복지대학원,본교,경북,경상북도 경산시 한의대로 1(유곡동) 
대학원,청주대학교 보건의료대학원,본교,충북,"충청북도 청주시 청원구 대성로 298 (내덕동, 청주대학교) "
대학원,한세대학교 스포츠경영대학원,본교,경기,경기도 군포시 한세로 30 (당정동) 
대학원,한세대학교 심리상담대학원,본교,경기,경기도 군포시 한세로 30 (당정동) 
대학원,국민대학교 자동차산업대학원,본교,서울,"서울특별시 성북구 정릉로 77 (정릉동, 국민대학교) "
대학원,가톨릭대학교 글로벌융합대학원,본교,경기,"서울특별시 서초구 반포대로 222 (반포동, 가톨릭대학교성의교정) "
대학원,단국대학교 정보·지식재산대학원,본교,경기,"경기도 용인시 수지구 죽전로 152 (죽전동, 단국대학교) "
대학원,강남대학교 부동산·법무·행정대학원,본교,경기,"경기도 용인시 기흥구 강남로 40 (구갈동, 강남대학교) "
대학원,제주국제대학교 글로벌제주학융합대학원,본교,제주,제주특별자치도 제주시 516로 2870 (영평동) 
대학원,제주국제대학교 사회복지임상치료대학원,본교,제주,제주특별자치도 제주시 516로 2870 (영평동) 
대학원,성공회대학교 신학대학원,본교,서울,"서울특별시 구로구 연동로 320 (항동, 성공회대학교) "
대학원,우석대학교 국방정책대학원,본교,전북,"전라북도 완주군 삼례읍 삼례로 443 (후정리, 우석대학교) "
대학원,신라대학교 공공안전정책대학원,본교,부산,"부산광역시 사상구 백양대로700번길 140 (괘법동, 신라대학교) "
대학원,경남대학교 산업경영대학원,본교,경남,"경상남도 창원시 마산합포구 경남대학로 7 (월영동, 경남대학교) 경상남도 창원시 마산합포구 경남대학로 7(월영동)"
대학원,중앙대학교 사회복지대학원,본교,서울,"서울특별시 동작구 흑석로 84 (흑석동, 중앙대학교) "
대학원,중앙대학교 심리서비스대학원,본교,서울,"서울특별시 동작구 흑석로 84 (흑석동, 중앙대학교) "
대학원,김천대학교 상담·신학·경영대학원,본교,경북,"경상북도 김천시 대학로 214 (삼락동, 김천대학교) "
대학원,평택대학교 물류・문화・정보대학원,본교,경기,"경기도 평택시 서동대로 3825 (용이동, 평택대학교) "
대학원,건국대학교 예술디자인대학원,본교,서울,"서울특별시 광진구 능동로 120 (화양동, 건국대학교) "
대학원,단국대학교 국제대학원,본교,경기,"경기도 용인시 수지구 죽전로 152 (죽전동, 단국대학교) "
대학원,한국해양대학교 해양금융물류대학원,본교,부산,"부산광역시 영도구 태종로 727 (동삼동, 한국해양대학교) "
대학원,호서대학교 벤처대학원,본교,서울,서울특별시 서초구 남부순환로 2497 (서초동) 
대학원,서경대학교 경영문화대학원,본교,서울,"서울특별시 성북구 서경로 124 (정릉동, 서경대학교) "
대학원,한양대학교(ERICA) 예술디자인대학원,분교,경기,"경기도 안산시 상록구 한양대학로 55 (사동, 한양대학교) "
대학원,한양대학교(ERICA) 문화산업대학원,분교,경기,"경기도 안산시 상록구 한양대학로 55 (사동, 한양대학교) "
대학원,한양대학교(ERICA) 공학기술대학원,분교,경기,"경기도 안산시 상록구 한양대학로 55 (사동, 한양대학교) "
대학원,고신대학교 기독교세계관대학원,본교,부산,"부산광역시 영도구 와치로 194 (동삼동, 고신대학교) "
대학원,홍익대학교 디자인콘텐츠대학원,본교,서울,"서울특별시 마포구 와우산로 94 (상수동, 홍익대학교) "
전문대학,한국폴리텍 III 대학 원주캠퍼스,본교,강원,"강원도 원주시 북원로2425번길 73 (우산동, 한국폴리텍3대학) "
대학원,우송대학교 Culture-Technology융합대학원,본교,대전,"대전광역시 동구 동대전로 171 (자양동, 우송정보대학) "
대학원대학,구세군사관대학원대학교,본교,경기,"경기도 과천시 관악산길 216 (중앙동, 구세군사관대학원대학교) "
대학원,예원예술대학교 문화예술대학원,제2캠퍼스,경기,"경기도 양주시 은현면 화합로1134번길 110 (용암리, 예원예술대학교양주캠퍼스) "
대학원,고려사이버대학교 융합정보대학원,본교,서울,"서울특별시 종로구 북촌로 106 (계동, 고려사이버대학교) "
대학원,한양대학교 보건대학원,본교,서울,"서울특별시 성동구 왕십리로 222 (사근동, 한양대학교) "
대학원,경남대학교 북한대학원,본교,경남,"경상남도 창원시 마산합포구 경남대학로 7 (월영동, 경남대학교) "
대학원,차의과학대학교 보건산업대학원,본교,경기,"경기도 포천시 해룡로 120 (동교동, 포천중문의과대학) "
대학원,인제대학교 산업기술융합대학원,본교,경남,"경상남도 김해시 인제로 197 (어방동, 인제대학교) "
대학원,서울대학교 공학전문대학원,본교,서울,"서울특별시 관악구 관악로 1 (신림동, 서울대학교) "
대학원,제주대학교 보건대학원,본교,제주,"제주특별자치도 제주시 제주대학로 102 (아라일동, 제주대학교) "
대학원,가야대학교 항만물류대학원,본교,경남,경상남도 김해시 삼계로 208 (삼계동) 
대학원,수원대학교 고용서비스대학원,본교,경기,"경기도 화성시 봉담읍 와우안길 17 (와우리, 수원대학교) "
대학원,가천대학교 게임대학원,본교,경기,"경기도 성남시 수정구 성남대로 1342 (복정동, 가천대학교) "
대학원,경성대학교 예술종합대학원,본교,부산,"부산광역시 남구 수영로 309 (대연동, 경성대학교) "
대학원,충북대학교 세종 국가정책대학원,본교,충북,"충청북도 청주시 서원구 충대로 1 (개신동, 충북대학교) "
대학원,중원대학교 사회문화대학원,본교,충북,"충청북도 괴산군 괴산읍 문무로 85 (동부리, 중원대학교) "
대학원,송원대학교 휴먼산업대학원,본교,광주,"광주광역시 남구 송암로 73 (송하동, 송원대학) "
대학원,제주국제대학교 일반대학원,본교,제주,제주특별자치도 제주시 516로 2870 (영평동) 
대학원,동의대학교 국가안전정책대학원,본교,부산,"부산광역시 부산진구 엄광로 176 (가야동, 동의대학교) "
대학원,성신여자대학교 뷰티융합대학원,본교,서울,"서울특별시 성북구 보문로34다길 2 (돈암동, 성신여자대학교) "
대학원,성신여자대학교 문화산업예술대학원,본교,서울,"서울특별시 성북구 보문로34다길 2 (돈암동, 성신여자대학교) "
대학원,한서대학교 국제디자인융합전문대학원,본교,충남,"충청남도 서산시 해미면 한서1로 46 (대곡리, 한서대학교) "
대학원,공주대학교 테크노융합대학원,본교,충남,"충청남도 천안시 서북구 천안대로 1223-24 (부대동, 공주대학교천안공과대학) "
대학원,총신대학교 사회복지대학원,본교,서울,"서울특별시 동작구 사당로 143 (사당동, 총신대학교) "
대학원,서울신학대학교 설교대학원,본교,경기,"경기도 부천시 소사구 호현로 489번길 52 (소사본동, 서울신학대학교) "
대학원,한일장신대학교 사회복지대학원,본교,전북,"전라북도 완주군 상관면 왜목로 726-15 (신리, 한일장신대학교) "
대학원,울산과학기술원 융합경영대학원,본교,울산,울산광역시 남구 테크노산업로55번길 10 (두왕동) 
대학원,한세대학교 산업보안안전대학원,본교,경기,"경기도 군포시 한세로 30 (당정동, 한세대학교) "
대학원,건국대학교(글로컬) 창의융합대학원,분교,충북,"충청북도 충주시 충원대로 268 (단월동, 건국대학교GLOCAL캠퍼스) "
대학원,울산과학기술원 디자인-공학융합전문대학원,본교,울산,"울산광역시 울주군 언양읍 유니스트길 50 (반연리, 울산과학기술원) "
대학원,울산과학기술원 기술경영전문대학원,본교,울산,울산광역시 남구 테크노산업로55번길 10 (두왕동) 
대학원,광신대학교 음악대학원,본교,광주,"광주광역시 북구 양산택지소로 36 (본촌동, 광신대학교) "
대학원,성균관대학교 국정전문대학원,본교,서울,"서울특별시 종로구 성균관로 25-2 (명륜3가, 성균관대학교) "
대학원,성균관대학교 기술경영전문대학원,본교,경기,"경기도 수원시 장안구 서부로 2066 (천천동, 성균관대학교) "
대학원,한국교통대학교 글로벌융합대학원,본교,충북,"충청북도 충주시 대소원면 대학로 50(검단리, 한국교통대학교) "
대학원,호남대학교 사회융합대학원,본교,광주,"광주광역시 광산구 호남대길 36 (서봉동, 경전관) "
대학원,부경대학교 기술경영전문대학원,본교,부산,"부산광역시 남구 신선로 365 (용당동, 부경대학교용당캠퍼스) 3공학관 304-1"
대학원,우송대학교 글로벌외식조리대학원,본교,대전,"대전광역시 동구 동대전로 171 (자양동, 우송정보대학,우송대서캠퍼스) "
대학원,우송대학교 철도융합대학원,본교,대전,"대전광역시 동구 동대전로 171 (자양동, 우송정보대학,우송대서캠퍼스) "
대학원,부산외국어대학교 경영대학원,본교,부산,"부산광역시 금정구 금샘로485번길 65 (남산동, 부산외국어대학교) "
대학원,부산외국어대학교 산업대학원,본교,부산,"부산광역시 금정구 금샘로485번길 65 (남산동, 부산외국어대학교) "
대학원,부산외국어대학교 통합의학대학원,본교,부산,"부산광역시 금정구 금샘로485번길 65 (남산동, 부산외국어대학교) "
대학원,부산외국어대학교 글로벌골프대학원,본교,부산,"부산광역시 금정구 금샘로485번길 65 (남산동, 부산외국어대학교) "
대학원,선문대학교 글로컬통합대학원,본교,충남,"충청남도 아산시 탕정면 선문로221번길 70 (갈산리, 선문대학교) "
대학원,동국대학교 국제정보보호대학원,본교,서울,"서울특별시 중구 필동로1길 30 (필동3가, 동국대학교) "
대학원,호서대학교 기술경영전문대학원,본교,충남,충남 아산시 배방읍 호서로 79번길 20 
대학원,영남신학대학교 북방선교대학원,본교,경북,"경상북도 경산시 진량읍 봉회1길 26 (봉회리, 영남신학대학교) "
대학원,서울과학기술대학교 나노IT디자인융합대학원,본교,서울,"서울특별시 노원구 공릉로 232 (공릉동, 서울과학기술대학교) "
대학,을지대학교,제3캠퍼스,경기,경기도 의정부시 동일로 712 (금오동) 
전문대학,한국폴리텍 I 대학 제주캠퍼스,본교,제주,"제주특별자치도 제주시 산천단동3길 2 (아라일동, 한국폴리택대학제주캠퍼스) "
대학원,이화여자대학교 임상보건융합대학원,본교,서울,"서울특별시 서대문구 이화여대길 52 (대현동, 이화여자대학교) "
대학원,숙명여자대학교 경영전문대학원,본교,서울,"서울특별시 용산구 청파로47길 100 (청파동2가, 숙명여자대학교) "
대학원,김천대학교 보건·선교대학원,본교,경북,"경상북도 김천시 대학로 214 (삼락동, 김천대학교) "
대학원,한양대학교 상담심리대학원,본교,서울,"서울특별시 성동구 왕십리로 222 (사근동, 사범대학) "
대학원,한남대학교 경영·국방전략대학원,본교,대전,"대전광역시 대덕구 한남로 70 (오정동, 한남대학교) "
대학원,차의과학대학교 스포츠의학대학원,본교,경기,"경기도 포천시 해룡로 120 (동교동, 포천중문의과대학) "
대학원,차의과학대학교 융합경영대학원,본교,경기,"경기도 포천시 해룡로 120 (동교동, 포천중문의과대학) "
대학원,청운대학교 대학원,본교,충남,충청남도 홍성군 홍성읍 대학길 25 (남장리) 
대학원,호남신학대학교 사회복지대학원,본교,광주,"광주광역시 남구 제중로 77 (양림동, 호남신학대학교) "
대학원,서울여자대학교 휴먼서비스대학원,본교,서울,"서울특별시 노원구 화랑로 621 (공릉동, 서울여자대학교) "
대학원,수원대학교 스포츠과학대학원,본교,경기,"경기도 화성시 봉담읍 와우안길 17 (와우리, 수원대학교) "
대학원,상지대학교 보건과학대학원,본교,강원,"강원도 원주시 상지대길 83 (우산동, 상지대학교) "
대학원대학,국립암센터국제암대학원대학교,본교,경기,"경기도 고양시 일산동구 일산로 323 (마두동, 국립암센터) "
대학원,고려대학교(세종) 행정전문대학원,분교,세종,"세종특별자치시 조치원읍 세종로 2511 (서창리, 고려대학교세종캠퍼스) "
대학원,한세대학교 보건융합대학원,본교,경기,"경기도 군포시 한세로 30 (당정동, 한세대학교) "
대학원,한세대학교 합창지휘대학원,본교,경기,"경기도 군포시 한세로 30 (당정동, 한세대학교) "
대학원,강남대학교 국제대학원,본교,경기,"경기도 용인시 기흥구 강남로 40 (구갈동, 강남대학교) "
대학원,인제대학교 산업융합대학원,본교,경남,"경상남도 김해시 인제로 197 (어방동, 인제대학교) "
대학원,가톨릭관동대학교 사회복지대학원,본교,강원,"강원도 강릉시 범일로579번길 24 (내곡동, 가톨릭관동대학교) "
대학원,가톨릭관동대학교 의료경영대학원,본교,강원,"강원도 강릉시 범일로579번길 24 (내곡동, 가톨릭관동대학교) "
대학원,가톨릭관동대학교 경영행정대학원,본교,강원,"강원도 강릉시 범일로579번길 24 (내곡동, 가톨릭관동대학교) "
대학원,인천대학교 정책대학원,본교,인천,"인천광역시 연수구 아카데미로 119 (송도동, 인천대학교) "
대학원,가야대학교 행정대학원(김해),본교,경남,경상남도 김해시 삼계로 208 (삼계동) 
대학원,가야대학교 보건대학원(김해),본교,경남,경상남도 김해시 삼계로 208 (삼계동) 
대학원,가야대학교 일반대학원(김해),본교,경남,경상남도 김해시 삼계로 208 (삼계동) 
대학원,서울과학기술대학교 주택도시대학원,본교,서울,"서울특별시 노원구 공릉로 232 (공릉동, 서울과학기술대학교) "
대학원,삼육대학교 임상간호대학원,본교,서울,"서울특별시 노원구 화랑로 815 (공릉동, 삼육대학교) "
대학원,신라대학교 상담치료대학원,본교,부산,"부산광역시 사상구 백양대로700번길 140 (괘법동, 신라대학교) "
대학원,가톨릭대학교 교회법대학원,본교,경기,"경기도 부천시 지봉로 43 (역곡동, 가톨릭대학교성심교정) "
대학원,신라대학교 산업융합대학원,본교,부산,"부산광역시 사상구 백양대로700번길 140 (괘법동, 신라대학교) "
대학원,한국전통문화대학교 문화유산전문대학원,본교,충남,"충청남도 부여군 규암면 백제문로 367 (합정리, 한국전통문화학교) "
대학,홍익대학교,제2캠퍼스,세종,"세종특별자치시 조치원읍 세종로 2639 (신안리, 홍익대학교세종캠퍼스) "
대학원,홍익대학교 대학원,제2캠퍼스,세종,"세종특별자치시 조치원읍 세종로 2639 (신안리, 홍익대학교세종캠퍼스) "
대학원,홍익대학교 문화정보정책대학원,제2캠퍼스,세종,"세종특별자치시 조치원읍 세종로 2639 (신안리, 홍익대학교세종캠퍼스) "
대학원,홍익대학교 스마트도시 과학경영대학원,제2캠퍼스,세종,"세종특별자치시 조치원읍 세종로 2639 (신안리, 홍익대학교세종캠퍼스) "
대학원,홍익대학교 산업대학원,제2캠퍼스,세종,"세종특별자치시 조치원읍 세종로 2639 (신안리, 홍익대학교세종캠퍼스) "
대학원,성공회대학교 사회적경제대학원,본교,서울,"서울특별시 구로구 연동로 320 (항동, 성공회대학교) "
대학원,세종사이버대학교 정보보호대학원,본교,서울,"서울특별시 광진구 군자로 121 (군자동, 세종사이버대학) "
대학원,세종사이버대학교 경영대학원,본교,서울,"서울특별시 광진구 군자로 121 (군자동, 세종사이버대학) "
대학원,경기대학교 공학대학원,본교,경기,"경기도 수원시 영통구 광교산로 154-42 (이의동, 경기대학교) "
대학원,부산외국어대학교 산업・경영대학원,본교,부산,"부산광역시 금정구 금샘로485번길 65 (남산동, 부산외국어대학교) "
대학,상명대학교,제2캠퍼스,충남,"충청남도 천안시 동남구 상명대길 31 (안서동, 상명대학교천안캠퍼스) "
대학원,상명대학교 대학원,제2캠퍼스,충남,"충청남도 천안시 동남구 상명대길 31 (안서동, 상명대학교천안캠퍼스) "
대학원,대구가톨릭대학교 유아교육대학원,본교,경북,"경상북도 경산시 하양읍 하양로 13-13 (금락리, 대구가톨릭대학교) "
